Id,Phylum_color,Order_color,Name,Domain,Phylum,Class,Order,Family,Genus,Size
OTU158,orangered,Rhizobiales,Rhizobiales,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Xanthobacteraceae,Pseudolabrys,3190
OTU16,orangered,Rhizobiales,Mesorhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,63817
OTU69,orangered,Rhizobiales,Rhizobiales,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,970
OTU603,orangered,Rhizobiales,Hyphomicrobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,5163
OTU31,orangered,Rhizobiales,Ensifer,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Ensifer,47458
OTU46,orangered,Rhizobiales,Ensifer,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Ensifer,15627
OTU2,orangered,Rhizobiales,Rhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,103790
OTU14,orangered,Rhizobiales,Rhizobiaceae,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Ensifer,11283
OTU399,orangered,Rhizobiales,Hyphomicrobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,12933
OTU47,orangered,Rhizobiales,Rhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,18653
OTU28,orangered,Rhizobiales,Devosia,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Devosia,33926
OTU51,orangered,Rhizobiales,Labrys,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Xanthobacteraceae,Labrys,40988
OTU87,orangered,Rhizobiales,Ensifer,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Ensifer,30667
OTU76,orangered,Rhizobiales,Bradyrhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,14090
OTU163,orangered,Rhizobiales,Rhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,12207
OTU57,orangered,Rhizobiales,Bosea,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Bradyrhizobiaceae,Bosea,35586
OTU18,orangered,Rhizobiales,Bradyrhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,123646
OTU62,orangered,Rhizobiales,Rhizobiales,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales_incertae_sedis,Vasilyevaea,6038
OTU5,orangered,Rhizobiales,Rhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,67938
OTU251,orangered,Rhizobiales,Devosia,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Devosia,1549
OTU29,orangered,Rhizobiales,Rhizobiaceae,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,11670
OTU139,orangered,Rhizobiales,Bradyrhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,5264
OTU513,orangered,Rhizobiales,Rhizobiaceae,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,4616
OTU56,orangered,Rhizobiales,Mesorhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,3829
OTU121,orangered,Rhizobiales,Rhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,10578
OTU89,orangered,Rhizobiales,Methylobacterium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Methylobacteriaceae,Methylobacterium,838
OTU274,orangered,Rhizobiales,Ensifer,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Ensifer,7977
OTU213,orangered,Rhizobiales,Devosia,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Devosia,5221
OTU404,orangered,Rhizobiales,Hyphomicrobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,18211
OTU92,orangered,Rhizobiales,Mesorhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,2963
OTU388,orangered,Rhizobiales,Neorhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Neorhizobium,945
OTU360,orangered,Rhizobiales,Hyphomicrobiaceae,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,18333
OTU15,orangered,Rhizobiales,Rhizobiaceae,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Rhizobium,89964
OTU12,orangered,Rhizobiales,Rhizobiales,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Devosia,77455
OTU48,orangered,Rhizobiales,Devosia,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Hyphomicrobiaceae,Devosia,16489
OTU212,orangered,Rhizobiales,Rhizobiaceae,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiaceae,Shinella,6797
OTU426,orangered,Rhizobiales,Bosea,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Bradyrhizobiaceae,Bosea,13559
OTU44,orangered,Rhizobiales,Bradyrhizobium,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,70908
OTU187,orangered,Rhizobiales,Microvirga,Bacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Methylobacteriaceae,Microvirga,1656
OTU396,orangered,Sphingomonadales,Sphingopyxis,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,3368
OTU73,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,3163
OTU294,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,2429
OTU285,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,5008
OTU1513,orangered,Sphingomonadales,Sphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingobium,2179
OTU226,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1118
OTU67,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,2091
OTU40,orangered,Sphingomonadales,Sphingomonadaceae,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,26409
OTU506,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1244
OTU71,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,7103
OTU58,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,8950
OTU425,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1560
OTU24,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,27518
OTU142,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,1356
OTU101,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,9211
OTU37,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,20841
OTU78,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,18331
OTU36,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,35301
OTU7,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,62073
OTU173,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,4266
OTU653,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1769
OTU32,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,51044
OTU392,orangered,Sphingomonadales,Sphingomonadaceae,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,7018
OTU105,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,5254
OTU10,orangered,Sphingomonadales,Novosphingobium,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,90927
OTU19,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,32577
OTU9,orangered,Sphingomonadales,Sphingomonadaceae,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Novosphingobium,37582
OTU472,orangered,Sphingomonadales,Sphingomonas,Bacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1142
OTU203,#0080FFFF,Xanthomonadales,Pseudoxanthomonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,5650
OTU191,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,59902
OTU533,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,3558
OTU1186,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,2340
OTU235,#0080FFFF,Xanthomonadales,Xanthomonadaceae,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Dokdonella,17336
OTU114,#0080FFFF,Xanthomonadales,Lysobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Lysobacter,24964
OTU246,#0080FFFF,Xanthomonadales,Arenimonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Arenimonas,17496
OTU446,#0080FFFF,Xanthomonadales,Povalibacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Povalibacter,6808
OTU113,#0080FFFF,Xanthomonadales,Xanthomonadaceae,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Lysobacter,30009
OTU333,#0080FFFF,Xanthomonadales,Povalibacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Povalibacter,1650
OTU451,#0080FFFF,Xanthomonadales,Luteimonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Luteimonas,846
OTU435,#0080FFFF,Xanthomonadales,Pseudoxanthomonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,8540
OTU53,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,137563
OTU41,#0080FFFF,Xanthomonadales,Lysobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Lysobacter,62059
OTU176,#0080FFFF,Xanthomonadales,Lysobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Lysobacter,4970
OTU72,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,100152
OTU107,#0080FFFF,Xanthomonadales,Dokdonella,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Dokdonella,34752
OTU34,#0080FFFF,Xanthomonadales,Xanthomonadaceae,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Lysobacter,50523
OTU170,#0080FFFF,Xanthomonadales,Arenimonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Arenimonas,1588
OTU43,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,159196
OTU93,#0080FFFF,Xanthomonadales,Lysobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Lysobacter,21419
OTU182,#0080FFFF,Xanthomonadales,Pseudoxanthomonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,4245
OTU361,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,21080
OTU82,#0080FFFF,Xanthomonadales,Xanthomonadaceae,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Thermomonas,15464
OTU415,#0080FFFF,Xanthomonadales,Pseudoxanthomonas,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,3538
OTU261,#0080FFFF,Xanthomonadales,Dokdonella,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Xanthomonadaceae,Dokdonella,7361
OTU147,#0080FFFF,Xanthomonadales,Steroidobacter,Bacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,Sinobacteraceae,Steroidobacter,63233
