"","A17","dmi2","dmi3","ipd3","lyk3","nfp","pt4"
"MSTRG.1835",0.228572,0.567935,0.0317794,0.0538314,0.411043,0,0.102117
"MSTRG.18350",71.2027,84.6969,76.5386,81.4069,86.8628,83.8631,71.561
"MSTRG.18351",73.4912,66.5288,57.1104,56.6465,67.5371,55.9628,52.5188
"MSTRG.18352",34.7058,32.0386,29.5783,37.2561,34.9507,27.9961,30.0264
"MSTRG.18353",2.52853,10.0269,7.58736,4.07911,3.6011,3.25109,6.4607
"MSTRG.18354",90.4873,54.4076,65.17,177.742,98.1703,46.5245,161.787
"MSTRG.18355",0,0,0,1.06732,0,0,0
"MSTRG.18356",0,0,0,0,0,0,0
"MSTRG.18357",2.7269,2.05525,2.79563,2.80651,2.66333,3.05432,2.27096
"MSTRG.18358",0.540458,0.62823,0.798676,0.629559,0.459299,0.484518,0.702572
"MSTRG.18359",44.635,54.0649,54.1672,34.6755,44.7183,34.1912,50.9329
"MSTRG.1836",31.2096,9.88335,8.24657,18.2492,15.1104,10.0747,7.60377
"MSTRG.18360",2.99149,2.07416,4.39769,3.65307,3.10012,2.7036,3.02306
"MSTRG.18361",21.4244,23.2642,29.6813,24.7674,22.2949,25.3156,27.093
"MSTRG.18362",111.814,96.1432,81.4619,72.3441,97.5018,73.607,80.8547
"MSTRG.18363",21.8276,17.5768,22.3567,22.2031,22.4505,21.7399,20.1597
"MSTRG.18364",7.24001,5.99322,7.86237,7.56619,6.60375,6.10212,7.75836
"MSTRG.18365",26.2587,46.1502,33.7943,47.7417,90.7138,89.6535,29.5863
"MSTRG.18366",40.673,40.2684,41.4239,44.2298,44.6434,49.515,40.7066
"MSTRG.18367",0,0,0,0,0,0,0
"MSTRG.18368",12.0749,18.1529,12.2082,11.9942,16.0939,13.8731,13.8759
"MSTRG.18369",0,0,0,0,0,0,0
"MSTRG.1837",14.6289,17.6684,13.7637,17.5244,32.4072,14.7574,13.905
"MSTRG.18370",19.4737,19.5717,24.5785,23.7498,23.9645,25.3219,23.4671
"MSTRG.18371",6.64695,2.54443,1.54105,1.57248,1.4862,1.7489,1.29469
"MSTRG.18372",13.7166,12.4421,12.6371,17.1553,24.0355,11.5963,14.1019
"MSTRG.18373",1.10172,1.47081,1.81565,1.43416,1.06528,1.08827,1.39306
"MSTRG.18374",24.2758,17.8291,17.8132,21.9656,19.5494,20.6914,17.6747
"MSTRG.18375",0,0,0,0,0,0,0
"MSTRG.18376",34.5434,44.6147,39.7371,42.5678,38.8158,46.2327,36.4786
"MSTRG.18377",0.462206,0.288703,0.0846216,0.862901,0.299912,0.0535549,0.792561
"MSTRG.18378",0,0,0,0,0,0,0
"MSTRG.18379",1.56724,1.20257,1.83162,1.74592,1.29314,0.882281,1.46007
"MSTRG.1838",0.0399071,0.31061,0.479699,0.161772,0.282209,0.166985,0.479939
"MSTRG.18380",6.38366,5.00538,6.34023,6.86228,5.59812,4.38672,5.8732
"MSTRG.18381",0,0,0,0.0449952,0,0,0.0702837
"MSTRG.18382",11.3983,9.37502,10.6576,10.5519,8.15551,9.61282,11.9776
"MSTRG.18383",1.66305,1.26985,1.51987,1.34103,0.577901,0.845615,2.20958
"MSTRG.18384",0,0,0,0,0,0,0
"MSTRG.18385",22.2205,24.201,31.7565,20.8185,23.1986,17.3825,36.8476
"MSTRG.18386",0,0,0,0,0,0,0
"MSTRG.18387",23.8078,15.7014,9.23517,39.6854,44.4293,22.8475,7.41945
"MSTRG.18388",11.5328,12.2156,15.5355,12.9047,13.0759,13.5416,14.5785
"MSTRG.18389",0,0,0,0,0,0,0
"MSTRG.1839",29.4284,33.5462,38.7882,19.1989,24.6527,17.7805,35.5892
"MSTRG.18390",0,0,0,0,0,0,0
"MSTRG.18391",148.72,508.287,654.896,86.2718,127.486,128.764,531.702
"MSTRG.18392",23.0317,26.8005,25.1329,26.3119,24.9934,27.284,24.0862
"MSTRG.18393",0.860443,2.68901,2.07029,1.70016,3.1856,1.58144,2.42947
"MSTRG.18394",9.25104,41.1049,53.7374,21.7756,29.798,35.8017,54.8485
"MSTRG.18395",0.128373,0.0206357,0,0,0.528824,0,0.0840395
"MSTRG.18396",0,0,0,0,0,0,0
"MSTRG.18397",0.156399,0.196935,0.0686251,0.129602,0.671751,0.243398,0.136726
"MSTRG.18398",0,0,0,0,0,0,0
"MSTRG.18399",0.381894,0.464191,0.0481539,0.0797549,0.932622,0.180156,0.0902571
"MSTRG.184",2.00192,1.90395,1.39522,1.17236,1.33961,1.34572,1.64455
"MSTRG.1840",8.94768,10.0697,14.4064,8.81041,12.8819,12.0104,12.4172
"MSTRG.18400",0.459963,0.530442,0.173469,0.124261,1.26451,0.328761,0.215405
"MSTRG.18401",0,0,0,0,0,0,0
"MSTRG.18402",0.229228,0.356443,0.0707557,0.108635,1.00369,0.163653,0.241632
"MSTRG.18403",0.491753,0.229422,0.0779448,0.0999297,0.746725,0.109538,0.210764
"MSTRG.18404",0,0,0,0,0,0,0
"MSTRG.18405",0.0437713,0.0428522,0,0.0615285,0.194687,0,0.0718038
"MSTRG.18406",0.0850517,0,0,0,0.152461,0.0285922,0.0430376
"MSTRG.18407",0.0632247,0.179745,0.0778353,0.0387756,0.488383,0.0854524,0.0983449
"MSTRG.18408",0,0,0,0,0,0,0
"MSTRG.18409",0.230844,0.361142,0.17502,0.0140619,0.801029,0.135173,0.186556
"MSTRG.1841",11.133,17.4294,22.2608,28.5419,9.42127,8.86816,8.63453
"MSTRG.18410",0.179217,0.179308,0.131862,0.0520772,0.807116,0.199082,0.204123
"MSTRG.18411",0,0,0,0,0,0,0
"MSTRG.18412",0.535386,0.797783,0.448761,0.135854,1.81766,0.431877,0.421471
"MSTRG.18413",0,0,0,0,0,0,0
"MSTRG.18414",0.168501,0.21098,0.115981,0.0716255,0.546951,0.0910873,0.101623
"MSTRG.18415",0.045624,0.0600059,0.0469805,0.0540471,0.167374,0.041004,0.0219693
"MSTRG.18416",0.328225,0.501359,0.224939,0.170351,1.29133,0.123748,0.173735
"MSTRG.18417",0,0,0,0,0,0,0
"MSTRG.18418",0.925396,0.903216,0.399285,0.754121,1.37459,0.548938,0.52973
"MSTRG.18419",0.0519037,0.142719,0.0859316,0.0667087,0.262486,0.0340681,0.120913
"MSTRG.1842",0.290083,0,0.0561371,0.0370834,0.0479332,0,22.0028
"MSTRG.18420",2.69463,3.26654,1.6652,1.74007,2.79722,1.83498,2.3286
"MSTRG.18421",0.0252027,0.0371843,0,0.104627,0.0803818,0.0071697,0.00994874
"MSTRG.18422",0.0707659,0.0301377,0.0163743,0.0114712,0.0188658,0.00740284,0.018259
"MSTRG.18423",20.4291,25.4739,28.0287,39.9561,28.0721,22.7128,23.2733
"MSTRG.18424",12.158,15.0376,14.2596,14.996,10.9712,12.4269,13.3704
"MSTRG.18425",0,0,0,0,0,0,0
"MSTRG.18426",7.31384,12.5307,10.0923,7.08223,9.96536,9.33124,8.82707
"MSTRG.18427",9.86424,9.22968,10.2073,9.00311,7.04208,7.24233,9.19254
"MSTRG.18428",0,0,0,0,0,0,0
"MSTRG.18429",9.36797,7.59676,3.44355,5.0785,7.55889,5.00686,7.2117
"MSTRG.1843",0,0,0,0,0,0,0.486383
"MSTRG.18430",2.55293,2.77921,4.72177,2.63055,1.80215,2.50262,3.60673
"MSTRG.18431",1.56274,1.13768,1.15334,1.20793,1.01304,0.770992,1.1538
"MSTRG.18432",2.55858,3.52932,2.44449,5.06887,4.04028,4.43569,3.05477
"MSTRG.18433",14.8739,15.9425,19.3518,17.0401,16.7738,18.397,16.6636
"MSTRG.18434",8.91175,15.316,16.7924,17.2928,18.6995,19.1783,14.4783
"MSTRG.18435",1.76967,2.22834,0.824634,1.81276,2.8319,1.24939,1.38892
"MSTRG.18436",14.5445,16.1025,20.7338,17.631,15.831,20.6847,21.5026
"MSTRG.18437",0.26081,0.269296,0.444529,0.346711,0.219645,0.221383,0.29153
"MSTRG.18438",0,0.252468,0.469099,0,0,0,0.343576
"MSTRG.18439",2.03182,4.48274,8.71315,1.88463,1.43747,2.48255,4.48846
"MSTRG.1844",1.63938,3.08377,2.59987,0.68129,1.17329,3.47877,3.10168
"MSTRG.18440",8.85474,9.72702,13.4764,11.5213,10.0101,10.6714,11.3201
"MSTRG.18441",0.386427,0.238774,0.111623,0.219348,0.233371,0.404262,0.307727
"MSTRG.18442",0.46813,1.17518,3.23952,0.479249,0.741583,0.774651,1.72501
"MSTRG.18443",4.13939,2.3334,1.81634,3.12869,4.88409,3.76161,1.79495
"MSTRG.18444",11.1748,11.0502,6.69745,15.0874,13.0738,10.6455,7.18955
"MSTRG.18445",48.4273,39.2385,26.4651,47.6277,57.4126,39.8149,31.7629
"MSTRG.18446",1.02384,0.760878,1.07173,0.597679,0.783801,0.92212,0.999781
"MSTRG.18447",39.8907,77.5743,98.6063,76.2729,47.2206,69.2159,97.9252
"MSTRG.18448",13.1577,17.6355,16.5637,20.5136,11.1316,14.2863,16.3348
"MSTRG.18449",2.99941,3.11932,2.64473,3.11297,2.65894,2.55188,2.38483
"MSTRG.1845",12.9102,12.7169,15.0786,13.7956,13.0638,13.6622,14.4853
"MSTRG.18450",14.8742,15.2844,20.2446,20.4033,16.8188,16.7588,17.9299
"MSTRG.18451",0.847237,0.551863,1.00472,0.863097,0.544254,0.626289,0.861244
"MSTRG.18452",0.25932,0.299294,0.50084,0.293258,0.166723,0.446971,0.479824
"MSTRG.18453",61.4334,19.2723,14.4269,93.1588,44.7167,15.5986,31.5987
"MSTRG.18454",0,0,0,0,0,0,0
"MSTRG.18455",42.8552,62.4882,43.6641,47.2486,58.11,56.9952,44.6698
"MSTRG.18456",26.3513,26.4051,33.2002,38.4377,21.0092,27.4757,29.5016
"MSTRG.18457",9.98552,11.0119,13.3549,12.4962,11.6913,12.316,11.756
"MSTRG.18458",3.23099,5.26783,5.3078,6.84023,3.9518,3.30536,4.08717
"MSTRG.18459",1.13903,3.70691,2.90643,1.66158,2.17864,1.3807,2.22929
"MSTRG.1846",43.044,26.9577,21.7107,33.6232,27.9986,26.7969,21.8537
"MSTRG.18460",4.1699,1.86105,4.02073,2.92172,1.26805,1.96284,2.82209
"MSTRG.18461",0,0,0,0,0,0,0
"MSTRG.18462",39.4844,38.743,45.601,55.4869,46.9831,41.4025,38.8615
"MSTRG.18463",22.6231,24.824,26.9197,24.6425,25.4852,29.3534,23.5337
"MSTRG.18464",3.71007,3.05684,2.09674,7.99615,8.564,9.35743,2.67714
"MSTRG.18465",7.79634,17.8997,13.4563,11.0782,16.301,14.1638,12.9778
"MSTRG.18466",10.4601,12.2787,11.7507,11.7662,11.9508,11.4185,11.3808
"MSTRG.18467",0.537775,0,0,0.371269,1.71091,0.688209,0.0233906
"MSTRG.18468",13.7411,10.4731,9.77827,10.8477,12.5042,10.4939,12.4697
"MSTRG.18469",0,0.281419,0,1.14426,0.10712,0,0.0555608
"MSTRG.1847",69.9057,77.6916,63.1268,63.6989,64.5185,70.1142,58.9528
"MSTRG.18470",156.203,172.473,129.68,151.226,147.555,159.966,120.692
"MSTRG.18471",30.0293,40.035,26.0358,22.9427,22.4983,28.9264,26.8582
"MSTRG.18472",8.13146,8.94513,8.3927,9.40281,9.94673,9.32259,7.66019
"MSTRG.18473",7.65998,6.46774,6.96256,9.59292,8.64849,7.77153,7.1396
"MSTRG.18474",6.59321,3.8312,6.7782,5.94565,3.36465,4.66879,6.25506
"MSTRG.18475",1.56133,2.3362,2.62184,1.79896,1.61352,2.27701,2.37105
"MSTRG.18476",9.17772,1.71735,1.41588,10.2628,4.01231,1.03074,3.24257
"MSTRG.18477",16.055,5.8391,4.69021,13.4505,8.94994,11.835,8.51489
"MSTRG.18478",6.74376,5.8567,6.1482,6.81567,6.67909,6.55865,6.06402
"MSTRG.18479",17.3099,23.812,35.7385,13.2178,10.6922,10.7716,23.8191
"MSTRG.1848",1.12419,2.49762,1.88015,0.400763,2.49082,3.16309,0.147141
"MSTRG.18480",0.0286062,0.45939,0.838579,0.0478003,0.00808918,0.00892068,0.550648
"MSTRG.18481",0,0,0,0,0,0,0
"MSTRG.18482",8.60009,10.7313,11.5254,9.6883,8.65393,9.65928,10.9874
"MSTRG.18483",2.38351,2.67785,2.79223,2.45861,4.35154,2.40437,2.44101
"MSTRG.18484",14.9355,9.76933,7.46807,16.1181,19.9246,10.6034,8.4381
"MSTRG.18485",6.3861,4.55631,5.06643,7.02312,5.21291,3.86791,4.8509
"MSTRG.18486",0.518102,0.331274,0.131023,1.07498,0.656682,0.384719,0.291659
"MSTRG.18487",17.5302,20.4105,16.8841,18.7772,18.8907,18.9446,16.5266
"MSTRG.18488",56.767,63.6619,50.5247,89.9012,76.3114,86.8771,61.1759
"MSTRG.18489",2.38504,2.34998,2.93823,2.55733,1.99773,2.47939,3.01277
"MSTRG.1849",0,2.87898,0,0,0,0,0
"MSTRG.18490",11.2439,12.3644,12.9851,12.0662,11.4527,14.6639,13.4238
"MSTRG.18491",41.4867,58.121,37.2912,45.3729,43.3237,60.017,39.9076
"MSTRG.18492",20.7038,23.929,17.5624,23.4257,27.5287,19.6973,19.2372
"MSTRG.18493",38.2563,34.1815,29.3103,37.3863,40.1827,38.4785,30.5517
"MSTRG.18494",100.818,117.892,106.492,122.857,128.402,157.467,118.134
"MSTRG.18495",0.455739,0.505574,0.694037,0.53821,0.380651,0.564352,0.504456
"MSTRG.18496",10.0755,8.416,10.1108,9.70152,7.32032,7.3897,8.29193
"MSTRG.18497",1.56486,1.24952,2.84473,1.13291,1.73943,1.60789,1.41938
"MSTRG.18498",13.7245,19.9598,7.08171,32.0597,24.4148,10.0247,9.18179
"MSTRG.18499",0.342279,0.88017,0.43579,0.305428,0.326056,0.567646,0.363615
"MSTRG.185",10.6745,14.4229,15.5019,10.5317,12.0723,9.07274,13.5353
"MSTRG.1850",0.309188,0.565995,0.396378,0.0362782,0.322954,0.385887,0.00900432
"MSTRG.18500",4.54884,3.34302,3.2026,4.1421,4.34831,3.59582,4.12658
"MSTRG.18501",0.893018,1.23648,1.68491,1.12032,1.56919,1.75115,1.5757
"MSTRG.18502",0.531317,0.274176,0.25761,0.220708,0.329109,0.249089,0.202675
"MSTRG.18503",9.85227,9.45284,4.71946,14.3395,14.4444,6.75156,9.61133
"MSTRG.18504",2.05096,3.04729,2.95762,4.87966,1.5748,1.42741,3.32869
"MSTRG.18505",2.892,1.15693,1.62452,2.35477,2.0811,2.31251,1.75896
"MSTRG.18506",4.01285,3.2352,2.72249,1.9572,2.41146,4.60118,2.71421
"MSTRG.18507",0.0209885,0.049766,0,0.236374,0.0332288,0.0655404,0.582962
"MSTRG.18508",1.40233,1.82065,4.44373,2.17516,1.64832,2.44576,4.41156
"MSTRG.18509",1.09589,1.55218,3.73314,1.1161,1.98841,1.93891,2.64956
"MSTRG.1851",0,0,0,0,0,0,0
"MSTRG.18510",0,0,0,0,0,0,0
"MSTRG.18511",3.37599,3.06152,3.9127,3.35989,3.09419,3.42804,4.13031
"MSTRG.18512",4.98047,2.72716,3.14751,2.62618,2.5923,2.53183,2.79734
"MSTRG.18513",21.056,29.1892,27.7127,27.1976,22.15,25.0399,25.6369
"MSTRG.18514",1.32596,1.25129,1.80356,1.28113,0.949395,0.991278,2.08589
"MSTRG.18515",0.954651,0.627239,0.41984,1.23699,2.69922,1.38634,0.583588
"MSTRG.18516",0.246789,0.694438,0.335226,0.261266,1.49099,0.699577,0.49123
"MSTRG.18517",0,0.0456337,0,0,0.0278948,0.0377001,5.11197
"MSTRG.18518",0,0,0.060147,0,0,0,1.12744
"MSTRG.18519",5.55674,5.89055,5.72588,6.03296,6.44799,6.07993,5.56017
"MSTRG.1852",1.39949,2.98593,2.24388,1.52429,1.36625,2.60083,2.69459
"MSTRG.18520",0.0408393,0,0,0,0.0645926,0,9.84918
"MSTRG.18521",0.961676,0.621443,0.400422,0.655019,0.418554,0.611514,0.768588
"MSTRG.18522",2.05792,1.95787,2.54814,1.92991,1.7214,1.5634,2.26141
"MSTRG.18523",6.26543,6.74629,7.81526,8.51287,8.67801,9.34063,8.75207
"MSTRG.18524",0.741093,0.671703,0.857169,1.08592,0.92443,1.1523,0.9468
"MSTRG.18525",0.0346935,0.0665506,0.0817691,0.0455871,0.0723502,0.0623,0.0815138
"MSTRG.18526",0,0,0,0,0,0,0
"MSTRG.18527",16.8769,16.5873,17.9106,16.7568,17.8822,17.4238,16.4556
"MSTRG.18528",19.631,17.5719,15.8064,16.5747,15.33,15.842,17.2608
"MSTRG.18529",5.23812,6.36176,10.4927,4.23895,5.30967,5.22665,5.60995
"MSTRG.1853",1.92313,0.353737,0.0307144,2.20404,3.46077,1.4307,0.360902
"MSTRG.18530",0,0,0,0,0,0,0
"MSTRG.18531",10.3894,27.8194,37.3411,105.621,44.5965,67.1661,45.3975
"MSTRG.18532",6.44228,7.94518,5.44634,6.73157,6.43397,5.84207,6.68476
"MSTRG.18533",1.2176,1.26459,1.93854,1.08405,0.924321,0.853393,2.01434
"MSTRG.18534",13.5131,13.3736,14.3185,12.7885,27.8653,14.7407,12.3791
"MSTRG.18535",0.330034,2.08169,0.231071,0,2.27184,0.548724,1.77225
"MSTRG.18536",19.7799,22.0809,23.5252,18.7768,18.2437,25.0313,26.9553
"MSTRG.18537",1.44457,2.67305,2.03466,1.42717,4.05908,0.876108,2.8004
"MSTRG.18538",20.1832,20.1802,25.1585,20.3673,20.4476,24.1089,22.9594
"MSTRG.18539",27.421,29.7509,25.5532,26.3201,28.5109,29.3429,24.5816
"MSTRG.1854",0.39034,0,0.0327484,0.247221,0.201056,0.143895,0.167677
"MSTRG.18540",102.757,81.7125,85.0867,93.7309,102.396,89.0382,73.4726
"MSTRG.18541",3.10742,3.23052,3.63508,3.10659,2.94267,2.66953,3.32803
"MSTRG.18542",137.167,65.1468,80.9771,213.088,144.095,78.145,128.036
"MSTRG.18543",0.0831364,0,0,0.0974061,0.0699179,0,0
"MSTRG.18544",0,0,0,0,0,0.406414,0.675829
"MSTRG.18545",0,0.085718,0.140304,0,0.162374,0,0
"MSTRG.18546",6.72011,5.11374,6.69045,14.8435,14.5678,6.44559,12.4001
"MSTRG.18547",28.475,28.8138,27.8707,32.5714,34.9147,39.1468,27.6117
"MSTRG.18548",6.18747,3.82534,2.9888,6.28161,9.30913,6.01256,4.34395
"MSTRG.18549",3.91265,3.63565,4.63001,3.84589,3.10313,3.29176,4.30307
"MSTRG.1855",0,0,0,0,0.218503,0,0
"MSTRG.18550",0.990139,1.7528,1.88582,1.7118,2.66534,2.39887,5.17307
"MSTRG.18551",26.2856,23.7091,27.7425,29.1373,26.7654,25.2936,24.093
"MSTRG.18552",13.5274,9.53076,6.0751,26.8149,35.8226,22.9969,6.292
"MSTRG.18553",8.30666,7.30359,8.20816,8.06526,7.57785,6.64613,7.29634
"MSTRG.18554",0,0,0,0,0,0,0.197827
"MSTRG.18555",7.96811,8.0095,10.0626,8.68902,7.31602,8.22419,8.66411
"MSTRG.18556",8.22289,6.49777,7.24619,6.998,8.87755,9.83952,6.80287
"MSTRG.18557",3.9282,3.50653,0.393692,6.81438,10.657,6.06033,1.13554
"MSTRG.18558",20.9546,16.6625,3.62819,38.3046,49.2067,27.036,8.53995
"MSTRG.18559",338.202,327.956,245.958,225.279,288.86,265.695,261.077
"MSTRG.1856",0,0,0,0,0,0,0
"MSTRG.18560",173.279,235.943,157.503,180.984,184.152,179.013,159.937
"MSTRG.18561",0.609487,0.0525067,0.00918806,0.681293,2.42172,0.832116,0.267262
"MSTRG.18562",37.7277,30.9691,31.8358,44.0252,37.5915,32.6978,30.3032
"MSTRG.18563",7.07683,6.93106,4.17902,4.32439,5.60434,6.25034,4.38597
"MSTRG.18564",25.0437,20.6457,25.9263,26.0296,24.8,24.3581,23.69
"MSTRG.18565",6.43699,5.20936,3.78544,5.47617,6.35357,4.60098,4.54396
"MSTRG.18566",27.5669,33.3206,25.0105,31.8189,40.7928,30.9284,26.6049
"MSTRG.18567",16.048,13.7122,14.8656,7.25262,36.2943,16.4534,19.6511
"MSTRG.18568",11.4702,14.0645,12.496,12.4275,12.257,12.5442,13.4328
"MSTRG.18569",0.373787,0.962327,0.9887,0.915868,1.11531,1.24918,0.7356
"MSTRG.1857",2.08027,0.579144,2.16116,0.951829,1.39302,1.66435,0.666265
"MSTRG.18570",29.3967,27.0676,24.0879,29.7653,29.9415,25.9132,26.1101
"MSTRG.18571",3.71546,4.28523,3.4949,2.51094,5.30451,3.27776,5.41837
"MSTRG.18572",0,0,0,0,0,0,0
"MSTRG.18573",3.18481,1.6586,1.6997,2.75122,2.1648,1.23475,2.32477
"MSTRG.18574",89.0608,69.5644,65.1514,73.1324,79.5244,64.5841,56.8156
"MSTRG.18575",66.2021,61.527,78.2381,64.329,58.8717,57.0401,74.1799
"MSTRG.18576",0.299399,0,1.72446,0.732391,0.401172,0,0
"MSTRG.18577",1.34558,2.93715,0.289075,0.75742,1.71086,1.15806,0.532918
"MSTRG.18578",73.5997,77.4573,77.2854,25.4553,19.1062,21.6995,63.3182
"MSTRG.18579",0.523403,0.732767,1.5685,0.230839,0.213986,0.497224,1.38988
"MSTRG.1858",0.654839,0.771296,1.16747,0.750125,0.500055,0.649622,0.773262
"MSTRG.18580",10.1354,6.45613,5.27725,6.54699,5.40603,7.35696,5.12566
"MSTRG.18581",4.75235,4.36178,4.3135,5.90573,6.38688,5.7752,4.95423
"MSTRG.18582",0,0,15.1253,0,0,0,0
"MSTRG.18583",0.512825,0.894895,0.181641,0.798637,0.46832,0.489042,0.158256
"MSTRG.18584",9.7198,8.5377,12.6585,9.63775,8.79528,10.2608,9.82768
"MSTRG.18585",11.2942,11.5299,10.0388,11.1155,10.2665,11.2975,9.81566
"MSTRG.18586",0.408744,0.316135,0.33424,0.146581,0.197807,0.148267,0.389596
"MSTRG.18587",0.920308,0.272357,0.180551,0.357892,0.262059,0.20831,0.172127
"MSTRG.18588",118.566,134.313,131.073,152,138.458,136.894,118.885
"MSTRG.18589",10.1056,13.5551,14.6665,13.3832,13.3633,13.7326,12.9441
"MSTRG.1859",5.22149,4.86413,5.56875,6.19353,4.55487,5.10093,4.7331
"MSTRG.18590",20.2606,19.0993,21.8453,24.1768,24.923,24.4143,20.2205
"MSTRG.18591",0.720718,0.32387,0.752935,0.433407,0.438945,0.3559,0.555431
"MSTRG.18592",50.219,32.9242,38.24,20.3598,21.9885,21.0896,47.3771
"MSTRG.18593",0.0385696,0,0.117458,0.013887,0.350012,0,0.010876
"MSTRG.18594",5.33653,5.16129,4.94933,5.75938,5.09475,5.0592,5.5841
"MSTRG.18595",5.31301,5.15512,5.14911,6.00357,4.8982,4.86432,5.07036
"MSTRG.18596",1.40501,1.53844,2.20121,1.91186,2.59037,1.62988,1.75464
"MSTRG.18597",79.3843,107.369,81.6344,87.3115,68.639,105.014,83.4695
"MSTRG.18598",28.8759,37.603,27.3006,31.2696,33.7732,28.4774,29.1125
"MSTRG.18599",0.0212689,0.133597,2.43259,0.0768154,0.0252658,0.0355138,0.731998
"MSTRG.186",0.68059,1.11596,0.886944,3.01458,0.791297,0.830683,0.784384
"MSTRG.1860",21.3094,16.1589,20.417,22.7526,21.8883,16.9987,17.1122
"MSTRG.18600",5.7374,8.25592,5.97967,6.01417,4.6949,7.70504,8.05287
"MSTRG.18601",0.0841252,0.0988812,0.17781,0.208597,0.0785753,0.179765,0.319015
"MSTRG.18602",61.9873,72.7194,38.0323,54.2086,48.5076,56.6116,44.0959
"MSTRG.18603",1.67874,3.12965,3.17316,1.61187,2.4859,1.79902,2.27067
"MSTRG.18604",38.783,55.7389,58.0411,42.6164,40.1015,48.671,53.3579
"MSTRG.18605",0.469756,1.02926,1.3225,0.353425,0.572913,0.413764,1.24349
"MSTRG.18606",0.321433,0.334042,0.59349,0.169744,0.224361,0.159085,0.673518
"MSTRG.18607",0.235242,0.598719,0.581852,0.215464,0.494984,0.346413,0.40616
"MSTRG.18608",0.899119,1.98322,4.15217,0.980919,0.87805,0.756794,2.98576
"MSTRG.18609",30.3313,32.743,28.5614,35.4294,39.482,33.8967,30.4818
"MSTRG.1861",7.97304,7.5244,8.84613,7.92272,6.37993,6.45596,9.10559
"MSTRG.18610",4.67365,4.59339,6.05132,5.63423,4.61747,5.11701,5.34498
"MSTRG.18611",70.8888,42.1815,26.2942,35.0813,39.3067,64.6032,37.4835
"MSTRG.18612",99.4529,104.661,82.4217,91.7246,105.24,101.075,82.6339
"MSTRG.18613",32.5053,23.9883,28.4133,26.0108,21.2204,26.8352,24.3635
"MSTRG.18614",9.55669,10.8586,8.6071,10.4841,10.0197,8.7278,7.24037
"MSTRG.18615",9.85158,12.8267,12.3612,12.1177,11.324,15.204,13.9014
"MSTRG.18616",44.622,46.0821,43.2484,46.2147,54.5976,48.1375,40.6865
"MSTRG.18617",0.330109,0.49848,0.836476,0.496799,0.597316,0.756118,0.418138
"MSTRG.18618",6.88108,4.62773,5.6598,10.5792,11.4443,7.27161,5.99694
"MSTRG.18619",0.47248,1.03923,0.63932,0.414537,2.19549,0.591574,0.933159
"MSTRG.1862",33.2991,28.1011,30.3241,30.7164,25.8557,30.2164,29.133
"MSTRG.18620",0.0357159,0.555487,0.334074,0.0131506,0.365417,0.30252,0.0537142
"MSTRG.18621",1.9558,2.83703,2.58759,2.94377,4.80686,3.41067,2.51649
"MSTRG.18622",0.185695,0.498371,0.424754,0.22056,0.58545,0.940145,0.34025
"MSTRG.18623",45.3803,44.7829,41.4067,42.1115,40.7991,35.5696,38.5789
"MSTRG.18624",0.453297,1.44398,1.65242,0.506704,1.2459,0.733394,1.43465
"MSTRG.18625",0.931215,1.82622,1.06625,0.565069,2.49903,0.669677,2.31719
"MSTRG.18626",0.856452,1.84237,2.16289,1.08539,1.18667,0.841324,2.45955
"MSTRG.18627",0.0197478,0.100299,0.0774466,0.0419601,0.0349875,0.0118599,0.073743
"MSTRG.18628",0.670388,1.56814,1.68376,1.03566,0.430306,0.510836,0.851546
"MSTRG.18629",2.84877,2.27132,2.98255,3.11719,2.19038,2.37858,2.57278
"MSTRG.1863",19.1908,18.3051,23.6617,17.4112,13.4241,18.877,18.1463
"MSTRG.18630",0.166425,1.31877,2.1431,0.0237294,0.0535764,0.0585651,1.64684
"MSTRG.18631",0,0,0,0,0,0,0
"MSTRG.18632",0.137814,0.842408,0.540072,0.16178,1.15218,0.545066,0.856694
"MSTRG.18633",11.8052,12.1717,14.5303,12.1436,12.0865,11.7066,14.3117
"MSTRG.18634",5.66697,5.08357,6.23093,4.51747,4.7071,4.35008,5.05589
"MSTRG.18635",5.84084,14.3056,20.9307,5.25289,6.14693,5.29661,18.6632
"MSTRG.18636",0,0,0,0,0,0,0
"MSTRG.18637",0,0,0,0,0,0,0
"MSTRG.18638",39.2882,48.1547,77.2792,48.1463,53.6707,48.0485,64.1061
"MSTRG.18639",4.38636,6.0497,4.54226,3.90129,5.28067,5.59094,4.04297
"MSTRG.1864",6.90745,4.51095,6.69629,7.89719,5.08266,4.91213,6.95821
"MSTRG.18640",0.358003,0.290981,0.517663,0.418246,0.255691,0.429414,0.343114
"MSTRG.18641",9.14571,9.52031,13.0246,11.846,9.84466,11.3317,11.3052
"MSTRG.18642",1.24611,0.325438,0.965008,0.418085,0,2.27133,0.420694
"MSTRG.18643",0,0,0,0,0,0,0
"MSTRG.18644",6.8285,6.43163,6.80008,6.68546,6.76303,5.81596,6.85606
"MSTRG.18645",172.534,200.328,138.599,154.627,170.344,174.173,157.928
"MSTRG.18646",10.053,8.10864,9.40937,10.6488,9.16758,9.51215,8.60243
"MSTRG.18647",0,0,0,0,0,0,0
"MSTRG.18648",4.82521,5.3412,4.41386,5.41748,3.78412,4.73681,4.11553
"MSTRG.18649",0,0,0,0,0,0,0
