Feature_ID,OTU_ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
0efcd7d88005075f2675a604367c687e,OTU2989,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,0.74,Actinobacteria,class,0.74,Acidimicrobidae,subclass,0.28,Acidimicrobiales,order,0.28,Acidimicrobineae,suborder,0.28,Iamiaceae,family,0.21,Iamia,genus,0.2
0f03dd61b0877d1567a14019faea34e9,OTU4426,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Comamonadaceae,family,0.73,Hydrogenophaga,genus,0.53,,,,,,
0f0736a70308c64baf839c93fb892b5b,OTU2805,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Burkholderiales_incertae_sedis,family,0.94,Sphaerotilus,genus,0.74,,,,,,
0f23e832764eaddb1b433128fb9b4687,OTU281,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Cytophagia,class,1,Cytophagales,order,1,Cyclobacteriaceae,family,1,Algoriphagus,genus,1,,,,,,
0f2673dcf4b3484f997c713caf080be9,OTU2206,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,0.93,Acidobacteria_Gp4,class,0.93,Gp4,genus,0.84,,,,,,,,,,,,
0f3208b1e8b7ff9a145be094ae957a19,OTU4282,Root,rootrank,1,Bacteria,domain,1,Cyanobacteria/Chloroplast,phylum,1,Cyanobacteria,class,1,Family XIII,family,0.77,GpXIII,genus,0.77,,,,,,,,,
0f493224be386c49fcabaeebbf14fc28,OTU1918,Root,rootrank,1,Bacteria,domain,1,Candidatus Saccharibacteria,phylum,1,Saccharibacteria_genera_incertae_sedis,genus,1,,,,,,,,,,,,,,,
0f4edbaf0346c051e4d73a53309f486a,OTU3568,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,1,Rhizorhabdus,genus,0.66,,,,,,
0f4fcb213a4a1e07bfc3d45510d47ee6,OTU5323,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,0.84,,,,,,
0f5221f56916acc63015be057e37b186,OTU1757,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.59,Rhodocyclaceae,family,0.59,Ferribacterium,genus,0.49,,,,,,
0f584145836f51e2c623f7f55085f86e,OTU2668,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.28,Anaerolineae,class,0.18,Anaerolineales,order,0.18,Anaerolineaceae,family,0.18,Thermomarinilinea,genus,0.04,,,,,,
0f7247dbddbe2a59f13234f0974da7e7,OTU4336,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp6,class,1,Gp6,genus,1,,,,,,,,,,,,
0f761aecb1a1d9b1083f3fc73b7898a8,OTU1097,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.99,Deltaproteobacteria,class,0.98,Myxococcales,order,0.97,Sorangiineae,suborder,0.65,Labilitrichaceae,family,0.27,Labilithrix,genus,0.27,,,
0f85cdd2cf2d78521145f738ed909ba3,OTU150,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Streptosporangineae,suborder,1,Streptosporangiaceae,family,1,Nonomuraea,genus,1
0f8bd04d36c438f8e9864af55af334fa,OTU1567,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Cytophagia,class,1,Cytophagales,order,1,Chryseolinea,genus,0.99,,,,,,,,,
0f9782088ea7c9e25a98188e30638995,OTU4689,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.93,Anaerolineae,class,0.93,Anaerolineales,order,0.93,Anaerolineaceae,family,0.93,Levilinea,genus,0.24,,,,,,
0fa0ebfc8b9ab159244fa997ace94203,OTU4502,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Oceanospirillales,order,1,Halomonadaceae,family,1,Salinicola,genus,1,,,,,,
0fa43b50ea53c85a54b61d9104afe4ac,OTU1284,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.34,Rhodocyclaceae,family,0.34,Denitratisoma,genus,0.2,,,,,,
0fa6342a76b278995cc1da76eef99941,OTU5004,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,1,Clostridia,class,1,Clostridiales,order,1,Clostridiales_Incertae Sedis XI,family,1,Anaerococcus,genus,1,,,,,,
0fa9931fb8313860f35823d87f0eb996,OTU3715,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp4,class,1,Gp4,genus,1,,,,,,,,,,,,
0faa2060da769eb4a94439f5a5ad99a5,OTU319,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Rudaea,genus,0.33,,,,,,
0fc8047911132f1e4e25b56999621437,OTU3518,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.74,Chloroflexia,class,0.65,Kallotenuales,order,0.18,Kallotenuaceae,family,0.18,Kallotenue,genus,0.18,,,,,,
0fe880c842f814b8699b7ca81a3c02d2,OTU2527,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhodospirillales,order,1,Reyranella,genus,1,,,,,,,,,
0ff6dcbdfd1f20aeb3731298ab6c62b8,OTU1394,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Subdivision3,class,1,Subdivision3_genera_incertae_sedis,genus,1,,,,,,,,,,,,
0ffb82804dd163483a4126bd0c017ab8,OTU4198,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,0.99,Burkholderiales,order,0.98,Comamonadaceae,family,0.94,Xenophilus,genus,0.79,,,,,,
1034052197094f2bb981fb21ec30b453,OTU3361,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,0.37,Acidobacteria_Gp3,class,0.37,Paludibaculum,genus,0.29,,,,,,,,,,,,
103c0d12ff819d5cd375a20b2b5b289a,OTU4506,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.22,Caldilineae,class,0.15,Caldilineales,order,0.15,Caldilineaceae,family,0.15,Litorilinea,genus,0.15,,,,,,
103dfd1a5a67ef9084a6c5f1b35f63b8,OTU2916,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.32,Ktedonobacteria,class,0.11,Ktedonobacterales,order,0.11,Ktedonobacteraceae,family,0.11,Ktedonobacter,genus,0.11,,,,,,
1071c4d631d2570ae93c8857c00b78d8,OTU3201,Root,rootrank,1,Bacteria,domain,0.99,Chloroflexi,phylum,0.64,Ktedonobacteria,class,0.26,Ktedonobacterales,order,0.26,Ktedonobacteraceae,family,0.26,Ktedonobacter,genus,0.26,,,,,,
1072a1e3d7f54329aef42ae3641efa77,OTU4106,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,1,Bacilli,class,1,Bacillales,order,1,Paenibacillaceae 1,family,1,Paenibacillus,genus,1,,,,,,
10773e42ceb95b6a57f2646db49c1106,OTU4385,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.99,Alphaproteobacteria,class,0.98,Alphaproteobacteria_incertae_sedis,order,0.41,Rhizomicrobium,genus,0.41,,,,,,,,,
10791f7226e8ccc230cc643d7111aa0d,OTU4780,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sneathiellales,order,1,Sneathiellaceae,family,1,Ferrovibrio,genus,1,,,,,,
1095807a6f7f94c665a0df49af23f051,OTU1842,Root,rootrank,1,Bacteria,domain,1,candidate division WPS-1,phylum,1,WPS-1_genera_incertae_sedis,genus,1,,,,,,,,,,,,,,,
10a80c610b27ed2e64f5bc782c10100a,OTU827,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Acidimicrobidae,subclass,0.92,Acidimicrobiales,order,0.92,Acidimicrobineae,suborder,0.92,Acidimicrobineae_incertae_sedis,family,0.78,Aciditerrimonas,genus,0.78
10b1663dc2c566633671568a3386dc65,OTU217,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Micromonosporineae,suborder,1,Micromonosporaceae,family,1,Actinoplanes,genus,0.98
10c20b8fb8f9d62ae644bdd60daa6b48,OTU1777,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.23,Rhodocyclaceae,family,0.23,Denitratisoma,genus,0.11,,,,,,
10e3024c4e62d1f604cb45c615b8a26d,OTU2517,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.68,Anaerolineae,class,0.56,Anaerolineales,order,0.56,Anaerolineaceae,family,0.56,Thermomarinilinea,genus,0.55,,,,,,
10f6e2120725a8680479fe313262a076,OTU1646,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,0.41,Negativicutes,class,0.23,Selenomonadales,order,0.23,Veillonellaceae,family,0.23,Sporolituus,genus,0.23,,,,,,
111a9e35a461284671874018e8c1e89b,OTU1716,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,0.96,Actinobacteria,class,0.96,Actinobacteridae,subclass,0.74,Actinomycetales,order,0.74,Micromonosporineae,suborder,0.41,Micromonosporaceae,family,0.41,Phytomonospora,genus,0.24
11210257e299f12507da8928a0ac4680,OTU2318,Root,rootrank,1,Bacteria,domain,1,Gemmatimonadetes,phylum,0.57,Gemmatimonadetes,class,0.57,Gemmatimonadales,order,0.57,Gemmatimonadaceae,family,0.57,Gemmatimonas,genus,0.57,,,,,,
1122153c2c64e0844986ff868e947c57,OTU4262,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Legionellales,order,1,Legionellaceae,family,1,Legionella,genus,1,,,,,,
11344d1246f0e537d7922a1f3070870a,OTU83,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,1,Sphingomonas,genus,0.99,,,,,,
1138ca1e13c09310c28e65272daf86ba,OTU2070,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,0.99,Acidobacteria_Gp4,class,0.99,Gp4,genus,0.99,,,,,,,,,,,,
1141578dd52c1af34aeac9491000f944,OTU865,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Rhizobiaceae,family,1,Rhizobium,genus,0.88,,,,,,
115a6551372d105d19aee91be057452b,OTU230,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Spartobacteria,class,1,Spartobacteria_genera_incertae_sedis,genus,1,,,,,,,,,,,,
1174e5aedd7a14945af2686a73fdcd67,OTU749,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Verrucomicrobiae,class,1,Verrucomicrobiales,order,1,Verrucomicrobiaceae,family,1,Luteolibacter,genus,0.49,,,,,,
1178e0e7881680d550aebdd1d4e35788,OTU968,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Verrucomicrobiae,class,1,Verrucomicrobiales,order,1,Verrucomicrobiaceae,family,1,Luteolibacter,genus,0.61,,,,,,
117d5905a147e23f4a26d6d950589186,OTU317,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Erythrobacteraceae,family,1,Erythrobacter,genus,1,,,,,,
118d205ed39165f96f4b987a04010952,OTU1887,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Legionellales,order,1,Coxiellaceae,family,1,Aquicella,genus,1,,,,,,
1194989f29b8d0fc23be696c640daac8,OTU640,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.54,Rhodocyclaceae,family,0.54,Ferribacterium,genus,0.39,,,,,,
119962888c1a35e6d0b2103e7fbef49c,OTU1610,Root,rootrank,1,Bacteria,domain,0.99,Chloroflexi,phylum,0.75,Chloroflexia,class,0.55,Chloroflexales,order,0.47,Chloroflexineae,suborder,0.47,Chloroflexaceae,family,0.47,Roseiflexus,genus,0.47,,,
11aa69cf89d895f447ef57212c215e74,OTU5468,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Oxalobacteraceae,family,1,Massilia,genus,0.99,,,,,,
11bc679f5b4975f60311b3e6ee5c2a55,OTU1971,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,0.92,Sphingorhabdus,genus,0.78,,,,,,
11c658fac2aa0bb39dc406fbb81ce73e,OTU2049,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Legionellales,order,1,Coxiellaceae,family,1,Aquicella,genus,1,,,,,,
11df0d3c7594b9333651dbfebbd65d58,OTU4964,Root,rootrank,1,Bacteria,domain,1,Planctomycetes,phylum,0.7,Phycisphaerae,class,0.66,Phycisphaerales,order,0.51,Phycisphaeraceae,family,0.51,Phycisphaera,genus,0.51,,,,,,
120f6b29d7b8a7d36bbfeeaf5f46f015,OTU5052,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Cytophagia,class,1,Cytophagales,order,1,Cyclobacteriaceae,family,0.98,Algoriphagus,genus,0.9,,,,,,
1210fcfea7e44b25f869260f1d6ad95c,OTU2899,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.26,Rhodocyclaceae,family,0.26,Denitratisoma,genus,0.16,,,,,,
122d77c36bacd0447b640ab4428fc97b,OTU3166,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp6,class,1,Gp6,genus,1,,,,,,,,,,,,
12357d0679e559e36c40ecf8e798bdd4,OTU3801,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp1,class,1,Gp1,genus,1,,,,,,,,,,,,
12877d9ba2971c291c0e46fe78ee6937,OTU396,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,1,Sphingopyxis,genus,0.99,,,,,,
1287969080fcc7c00005cce17559ba10,OTU125,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,0.99,Actinomycetales,order,0.99,Streptosporangineae,suborder,0.5,Thermomonosporaceae,family,0.49,Spirillospora,genus,0.28
128c00adde1b123ebc067882d42b6ad5,OTU4535,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Chromatiales,order,0.94,Thioalkalispiraceae,family,0.7,Thioprofundum,genus,0.69,,,,,,
129e600700a7c48ab340cf01f6bcd469,OTU3636,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Propionibacterineae,suborder,1,Nocardioidaceae,family,1,Nocardioides,genus,1
12a7ef27fc4c6e1e3f8ad90bc6321f5f,OTU2619,Root,rootrank,1,Bacteria,domain,1,Armatimonadetes,phylum,1,Chthonomonadetes,class,1,Chthonomonadales,order,1,Chthonomonadaceae,family,1,Chthonomonas/Armatimonadetes_gp3,genus,1,,,,,,
12b4bae82d69744b5658a4bc0f901f91,OTU3468,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp6,class,1,Gp6,genus,1,,,,,,,,,,,,
12ceb942f9c1a66cb94a28b62b79261d,OTU5415,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Bifidobacteriales,order,1,Bifidobacteriaceae,family,1,Gardnerella,genus,1,,,
12d2f538baaed2bcf95949825b843d4f,OTU2296,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Legionellales,order,1,Legionellaceae,family,1,Legionella,genus,1,,,,,,
12f1e7da7b08194269cb1416532cf80a,OTU1462,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp5,class,1,Gp5,genus,1,,,,,,,,,,,,
12faac9c5e61f03a7eed0bb29a39ccce,OTU1635,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Niastella,genus,1,,,,,,
130e1f5a2938825ca080cc92514e0d14,OTU1497,Root,rootrank,1,Bacteria,domain,1,Candidatus Saccharibacteria,phylum,1,Saccharibacteria_genera_incertae_sedis,genus,1,,,,,,,,,,,,,,,
1315914646faea5abffe6a00686659f4,OTU656,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,1,Chloroflexia,class,0.99,Herpetosiphonales,order,0.99,Herpetosiphonaceae,family,0.99,Herpetosiphon,genus,0.99,,,,,,
1323651b8ec7fc979c46b8015e11bc1a,OTU222,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Micromonosporineae,suborder,1,Micromonosporaceae,family,1,Actinoplanes,genus,0.34
1336c0c85c6b61cc244547ee00a6f87c,OTU2858,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Pseudomonadales,order,1,Pseudomonadaceae,family,1,Pseudomonas,genus,1,,,,,,
13385c410b7c81ffad65ead48e8f66f8,OTU969,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Subdivision3,class,0.99,Subdivision3_genera_incertae_sedis,genus,0.9,,,,,,,,,,,,
1341cb9c0f57296de755d8c814dcba15,OTU5266,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,0.49,,,,,,
13472595aafb8980103ff4d1f114328b,OTU3496,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,0.81,,,,,,
1364f72c0eefef30bfb6c224f9d00778,OTU4508,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,1,Thermomicrobia,class,1,Sphaerobacteridae,subclass,1,Sphaerobacterales,order,1,Sphaerobacterineae,suborder,1,Sphaerobacteraceae,family,1,Nitrolancea,genus,0.44
138b9f32288854dbd036c6a48d6df7cf,OTU4087,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp3,class,1,Gp3,genus,0.84,,,,,,,,,,,,
1390dd2585b97bd840c75da21a93f4e9,OTU1139,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Niastella,genus,1,,,,,,
139b3a842bac5a67836f791535c71ed2,OTU2121,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Methylobacteriaceae,family,1,Methylobacterium,genus,1,,,,,,
13a04ec2e0f299d531cc9fdd7df306ba,OTU1240,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Flavisolibacter,genus,0.58,,,,,,
13a41ed38085e503c9dfc497c3bb31d4,OTU5026,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,0.58,Rhizobiales_incertae_sedis,family,0.36,Bauldia,genus,0.34,,,,,,
13abf49e378a078d7ecb6df9b3fe8e81,OTU4873,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,0.56,Rhodocyclales,order,0.41,Rhodocyclaceae,family,0.41,Azovibrio,genus,0.21,,,,,,
13b1eda47a2b93d1d45e7bb10dd412b1,OTU1369,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Corynebacterineae,suborder,1,Nocardiaceae,family,1,Rhodococcus,genus,1
13c04f4fafe48a78ab8d320ed48cdadd,OTU4096,Root,rootrank,1,Bacteria,domain,1,Ignavibacteriae,phylum,0.5,Ignavibacteria,class,0.5,Ignavibacteriales,order,0.5,Ignavibacteriaceae,family,0.5,Melioribacter,genus,0.34,,,,,,
13c373930ed033401db4f1ee8122bcce,OTU679,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Corynebacterineae,suborder,1,Mycobacteriaceae,family,1,Mycobacterium,genus,1
13c93d222fa58ec2f6678c484b071a2f,OTU1218,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Deltaproteobacteria,class,1,Bdellovibrionales,order,1,Bacteriovoracaceae,family,1,Peredibacter,genus,1,,,,,,
13d916694f694dbcadc9359f37b88211,OTU5044,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.99,Alphaproteobacteria,class,0.98,Rhodospirillales,order,0.47,Rhodospirillaceae,family,0.45,Tistlia,genus,0.16,,,,,,
13deb9f95df5e2354aea7b662537be30,OTU4187,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,0.96,Actinobacteria,class,0.96,Acidimicrobidae,subclass,0.75,Acidimicrobiales,order,0.75,Acidimicrobineae,suborder,0.75,Acidimicrobineae_incertae_sedis,family,0.57,Aciditerrimonas,genus,0.57
140aa0a38e3c8141b440dd407edcc6d7,OTU5177,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.99,Deltaproteobacteria,class,0.99,Myxococcales,order,0.99,Nannocystineae,suborder,0.97,Kofleriaceae,family,0.87,Kofleria,genus,0.87,,,
140d25ab6a8759b7582bf68a942d6499,OTU2106,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Terrimonas,genus,0.55,,,,,,
141bef8065f48e94548d703f95f6a912,OTU4966,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.55,Ktedonobacteria,class,0.33,Ktedonobacterales,order,0.33,Ktedonobacteraceae,family,0.31,Ktedonobacter,genus,0.31,,,,,,
142a8b73dbe60fdc59fba3ded50af760,OTU614,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Corynebacterineae,suborder,1,Mycobacteriaceae,family,0.99,Mycobacterium,genus,0.99
142da7aef4239834a94a518526b69dc8,OTU5036,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.64,Chloroflexia,class,0.51,Kallotenuales,order,0.15,Kallotenuaceae,family,0.15,Kallotenue,genus,0.15,,,,,,
147891ac582ebf9cea4579684f7b616d,OTU312,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Streptosporangineae,suborder,1,Streptosporangiaceae,family,1,Sphaerisporangium,genus,0.99
149436d99f5caff3f17611bc8c9874b9,OTU1775,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,0.95,Novosphingobium,genus,0.67,,,,,,
149748149aab23989ce973831fa4f3cc,OTU73,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,0.99,Sphingomonas,genus,0.99,,,,,,
149dd8076dcb0a842c936d046b73c4ab,OTU4687,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.93,Alphaproteobacteria,class,0.91,Rhodospirillales,order,0.9,Rhodospirillaceae,family,0.72,Constrictibacter,genus,0.69,,,,,,
14a3b45354c40f0d2b39973e59c25da8,OTU3662,Root,rootrank,1,Bacteria,domain,1,Candidatus Saccharibacteria,phylum,0.94,Saccharibacteria_genera_incertae_sedis,genus,0.94,,,,,,,,,,,,,,,
14ac2d9195a3deec93a189d98db68d0b,OTU1565,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,0.3,Sphingobacteriia,class,0.15,Sphingobacteriales,order,0.15,Rhodothermaceae,family,0.09,Rubricoccus,genus,0.07,,,,,,
14ad518a67c975dbba2bd62f19eedb32,OTU1870,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Acidimicrobidae,subclass,0.99,Acidimicrobiales,order,0.99,Acidimicrobineae,suborder,0.99,Iamiaceae,family,0.93,Iamia,genus,0.53
14b3e0f92140459afafa1a8f6d5d2b77,OTU1424,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Propionibacterineae,suborder,1,Nocardioidaceae,family,1,Nocardioides,genus,0.45
14c989c85511d0aa5d35242944f217a9,OTU5390,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,0.25,Sinobacteraceae,family,0.25,Povalibacter,genus,0.25,,,,,,
14d7c13563ee68f431c0facf55f60376,OTU2689,Root,rootrank,1,Bacteria,domain,1,Candidatus Saccharibacteria,phylum,1,Saccharibacteria_genera_incertae_sedis,genus,1,,,,,,,,,,,,,,,
14efb375ed9cb43d1ff01f99540cf511,OTU3519,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Propionibacterineae,suborder,1,Nocardioidaceae,family,1,Nocardioides,genus,1
14f8fca6211669f181055e45ea37cac5,OTU1548,Root,rootrank,1,Bacteria,domain,1,Planctomycetes,phylum,1,Planctomycetia,class,1,Planctomycetales,order,1,Planctomycetaceae,family,1,Gemmata,genus,1,,,,,,
151fc77322c9a8d5e27feece0f1777c8,OTU186,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Methylocystaceae,family,1,Hansschlegelia,genus,0.74,,,,,,
152f07f9200e94609a960f047ff159b1,OTU4903,Root,rootrank,1,Bacteria,domain,0.97,Actinobacteria,phylum,0.07,Actinobacteria,class,0.07,Rubrobacteridae,subclass,0.03,Gaiellales,order,0.03,Gaiellaceae,family,0.03,Gaiella,genus,0.03,,,
