Feature_ID,OTU_ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
668de4f2bb7ccd315b3d75d2f064ab0e,OTU4564,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.98,Gammaproteobacteria,class,0.95,Methylococcales,order,0.25,Methylococcaceae,family,0.25,Methylococcus,genus,0.23,,,,,,
6692c9e240187311d6fc90f930f38ddf,OTU2757,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sneathiellales,order,0.13,Sneathiellaceae,family,0.13,Oceanibacterium,genus,0.07,,,,,,
66ac07583e5c1cb16cc28d67e19c68bd,OTU1329,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Rhizobiaceae,family,0.86,Ensifer,genus,0.86,,,,,,
66b11d95a4ef021732789bbb896534eb,OTU1612,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Arenimonas,genus,0.99,,,,,,
66c8ab0e8f9230f7f75d2123a0811107,OTU805,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,1,,,,,,
66cfef2b5451595571b16fa88cb59689,OTU2643,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Terrimonas,genus,1,,,,,,
66d1f51d3016aef673e3f07315b5b6e3,OTU1795,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Micromonosporineae,suborder,1,Micromonosporaceae,family,1,Micromonospora,genus,0.39
66d3af824c6dbc647774e26abad5d306,OTU2573,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Erythrobacteraceae,family,0.99,Altererythrobacter,genus,0.96,,,,,,
66d6637ffcca2c21d32350b2b5356a02,OTU1200,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.65,Thermomicrobia,class,0.2,Sphaerobacteridae,subclass,0.2,Sphaerobacterales,order,0.2,Sphaerobacterineae,suborder,0.2,Sphaerobacteraceae,family,0.2,Nitrolancea,genus,0.19
66f3756e14eca6170332e13806434d19,OTU2191,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Streptosporangineae,suborder,1,Thermomonosporaceae,family,1,Actinocorallia,genus,1
670bc7c141ad2e4b11b119c7f0aa86eb,OTU2708,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,1,Caldilineae,class,1,Caldilineales,order,1,Caldilineaceae,family,1,Caldilinea,genus,0.88,,,,,,
67281441760c14f1685be657bc9e0385,OTU1848,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Acidimicrobidae,subclass,0.97,Acidimicrobiales,order,0.97,Acidimicrobineae,suborder,0.97,Acidimicrobineae_incertae_sedis,family,0.69,Aciditerrimonas,genus,0.69
6737902b04114b8d2d756ad63a6f2fbf,OTU1655,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,0.51,Bacilli,class,0.32,Bacillales,order,0.28,Thermoactinomycetaceae 1,family,0.23,Desmospora,genus,0.12,,,,,,
67401b8d7bd9add6f3cf43269719fcb6,OTU1021,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,0.27,Bacilli,class,0.27,Bacillales,order,0.27,Thermoactinomycetaceae 1,family,0.27,Salinithrix,genus,0.16,,,,,,
675b0ca6033d59532a748cf5e32ebd01,OTU1408,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Burkholderiales_incertae_sedis,family,0.84,Aquabacterium,genus,0.78,,,,,,
67757848550a4736ceda08e8b71734dc,OTU3667,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.8,Chloroflexia,class,0.52,Kallotenuales,order,0.29,Kallotenuaceae,family,0.29,Kallotenue,genus,0.29,,,,,,
6777529d1fc994c6733b95e6ea00ec27,OTU4012,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Rubrobacteridae,subclass,0.99,Solirubrobacterales,order,0.99,Solirubrobacteraceae,family,0.93,Solirubrobacter,genus,0.93,,,
67b1e454ccd604b1d52fcd8a8d9f1fce,OTU5203,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.82,Betaproteobacteria,class,0.82,Sulfuricellales,order,0.39,Sulfuricellaceae,family,0.39,Sulfuricella,genus,0.39,,,,,,
67b887ea76ea9c6e20204992016bfbf7,OTU5134,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Deltaproteobacteria,class,0.72,Myxococcales,order,0.72,Cystobacterineae,suborder,0.72,Cystobacteraceae,family,0.41,Archangium,genus,0.25,,,
67ce5eacf0a25c7548cb78cc4166c8af,OTU4199,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Cytophagia,class,1,Cytophagales,order,1,Flammeovirgaceae,family,0.99,Marinoscillum,genus,0.98,,,,,,
67f3b4b1220468777552a80ac2d2ad88,OTU2264,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Rhizobiaceae,family,0.98,Ensifer,genus,0.98,,,,,,
681f0410cbd5eac1f0131e66ced3d4af,OTU3555,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Acidimicrobidae,subclass,0.91,Acidimicrobiales,order,0.91,Acidimicrobineae,suborder,0.91,Iamiaceae,family,0.64,Aquihabitans,genus,0.6
681f2b760cc9409c1b7f31b22f58aef8,OTU4273,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Deltaproteobacteria,class,1,Myxococcales,order,1,Sandaracinaceae,family,1,Sandaracinus,genus,1,,,,,,
683239bce4df68dbc8752fbdc8abd323,OTU1898,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Sphingobacteriaceae,family,1,Mucilaginibacter,genus,1,,,,,,
6832f42de7169b2ebbf6ca6ae47f8119,OTU5256,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,0.99,Cytophagia,class,0.99,Cytophagales,order,0.99,Cyclobacteriaceae,family,0.89,Algoriphagus,genus,0.69,,,,,,
68363c87027c32b2a0eb362a30fdac4f,OTU3347,Root,rootrank,1,Bacteria,domain,1,Gemmatimonadetes,phylum,0.63,Gemmatimonadetes,class,0.63,Gemmatimonadales,order,0.63,Gemmatimonadaceae,family,0.63,Gemmatimonas,genus,0.63,,,,,,
6837d334e727cde2ba7868966925fe66,OTU537,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,0.99,Sphingomonas,genus,0.83,,,,,,
6856e7d3752257bec1d24003079e6105,OTU5462,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,0.85,,,,,,
6865c67d8455ce9dd34f6974d2413187,OTU1628,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Rubrobacteridae,subclass,1,Gaiellales,order,1,Gaiellaceae,family,1,Gaiella,genus,1,,,
6869b95d3b6adfe185378f646e63d1fc,OTU3421,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.99,Deltaproteobacteria,class,0.99,Bdellovibrionales,order,0.99,Bdellovibrionaceae,family,0.99,Vampirovibrio,genus,0.99,,,,,,
687cc08ed623065469196badd590d02f,OTU1773,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Arenimonas,genus,0.98,,,,,,
68888688a4107cbf6726ad62ce9b758f,OTU297,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.26,Rhodocyclaceae,family,0.26,Denitratisoma,genus,0.19,,,,,,
688c754faecb82b314fbe98569028daf,OTU113,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,0.75,,,,,,
6891b3df985f664e5e98d232650777dc,OTU5155,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.97,Rhodocyclaceae,family,0.97,Zoogloea,genus,0.96,,,,,,
68ae9b386dc84d6ca0c126c68e04f7e9,OTU4440,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Sediminibacterium,genus,0.64,,,,,,
68b08574f7f339c1a9947612d88e443d,OTU2290,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Rubrobacteridae,subclass,1,Gaiellales,order,1,Gaiellaceae,family,1,Gaiella,genus,1,,,
68b962a8da6a2bc216ecc0724ccb2edd,OTU1525,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Subdivision3,class,0.99,Subdivision3_genera_incertae_sedis,genus,0.99,,,,,,,,,,,,
68b9c55cce83f37969a3509ca4d8027e,OTU2204,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Flavitalea,genus,0.29,,,,,,
68bf06a1ad3d9d03922c1b34da499168,OTU2455,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,1,Chloroflexia,class,0.99,Herpetosiphonales,order,0.99,Herpetosiphonaceae,family,0.99,Herpetosiphon,genus,0.99,,,,,,
68bfeaf562681802d6d55b9af76f298f,OTU1691,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,0.33,Negativicutes,class,0.08,Selenomonadales,order,0.08,Veillonellaceae,family,0.07,Sporolituus,genus,0.07,,,,,,
6902f65ddaee76badeedd3cf6b651e4e,OTU3458,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.99,Chloroflexia,class,0.99,Chloroflexales,order,0.99,Chloroflexineae,suborder,0.99,Oscillochloridaceae,family,0.94,Oscillochloris,genus,0.94,,,
690bf745e98ced61c175f38c40531b63,OTU1990,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Hyphomicrobiaceae,family,0.56,Rhodoplanes,genus,0.47,,,,,,
69163ba8319ec982c53b4cba37a5d089,OTU4020,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,0.29,Verrucomicrobiae,class,0.25,Verrucomicrobiales,order,0.25,Verrucomicrobiaceae,family,0.25,Brevifollis,genus,0.23,,,,,,
6931959280c81ce0fce01ae65e8789be,OTU1849,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Sphingobacteriaceae,family,1,Mucilaginibacter,genus,1,,,,,,
69383f892751af2449e3d393dd87feb4,OTU2281,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Pseudomonadales,order,1,Pseudomonadaceae,family,1,Pseudomonas,genus,0.99,,,,,,
694624a7c4ab6849a7934351ffeffb06,OTU4632,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Spartobacteria,class,0.97,Spartobacteria_genera_incertae_sedis,genus,0.85,,,,,,,,,,,,
695a5df8663df1b4c3e0198905686b89,OTU231,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Enterobacteriales,order,1,Enterobacteriaceae,family,1,Escherichia/Shigella,genus,1,,,,,,
6961d32d3e35314ab54183629c9d199a,OTU2819,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Corynebacterineae,suborder,1,Mycobacteriaceae,family,1,Mycobacterium,genus,1
69742325f921cec158482d6bd2e302b9,OTU3913,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.64,Deltaproteobacteria,class,0.49,Deltaproteobacteria_incertae_sedis,order,0.07,Dissulfuribacter,genus,0.07,,,,,,,,,
697ecb6952e42ce22c47d77d65774810,OTU654,Root,rootrank,1,Bacteria,domain,0.95,Firmicutes,phylum,0.6,Erysipelotrichia,class,0.33,Erysipelotrichales,order,0.33,Erysipelotrichaceae,family,0.33,Catenisphaera,genus,0.09,,,,,,
698709b2dd1ceea9943955f4121178dc,OTU5249,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.7,Chloroflexia,class,0.67,Chloroflexales,order,0.51,Chloroflexineae,suborder,0.51,Chloroflexaceae,family,0.51,Roseiflexus,genus,0.43,,,
698c97227ec5e8994eeab293b83be107,OTU1709,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Dokdonella,genus,0.74,,,,,,
69a294757bf11c258aa89e8da388a3fe,OTU2497,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp3,class,1,Gp3,genus,1,,,,,,,,,,,,
69aadf250823fefa4382d3096c8509ea,OTU272,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Micrococcineae,suborder,1,Microbacteriaceae,family,1,Agromyces,genus,1
69aeca7df4bc5fb1be69d13a60471549,OTU2419,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhodospirillales,order,1,Rhodospirillaceae,family,1,Azospirillum,genus,1,,,,,,
69d2a37821bc72c994c7723f20f3a590,OTU3782,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,0.97,Acidobacteria_Gp4,class,0.96,Gp4,genus,0.93,,,,,,,,,,,,
69ec0c7d92442fa9911cd04677e8fd32,OTU1811,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp4,class,1,Gp4,genus,1,,,,,,,,,,,,
69f51e7f82470958739f4242a0910f2a,OTU5316,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.86,Alphaproteobacteria,class,0.73,Rhizobiales,order,0.38,Rhodobiaceae,family,0.2,Tepidamorphus,genus,0.19,,,,,,
6a22b4ccd38748a6fa3848b917734e4e,OTU1286,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Comamonadaceae,family,1,Acidovorax,genus,1,,,,,,
6a2e739f03ee2e7f2713255185968592,OTU3443,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,0.85,Sphingobacteriales,order,0.85,Saprospiraceae,family,0.74,Phaeodactylibacter,genus,0.66,,,,,,
6a52404edcc2c7ae0f102f82c3511c20,OTU4460,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,0.97,Gammaproteobacteria,class,0.96,Xanthomonadales,order,0.83,Algiphilaceae,family,0.47,Algiphilus,genus,0.47,,,,,,
6a6d86d1b7a5d24861375040bf525ed1,OTU197,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Burkholderiales_incertae_sedis,family,0.74,Mitsuaria,genus,0.68,,,,,,
6a78c1ce25314659b1a5bf6f664a336c,OTU3574,Root,rootrank,1,Bacteria,domain,0.99,Deinococcus-Thermus,phylum,0.15,Deinococci,class,0.15,Thermales,order,0.1,Thermaceae,family,0.1,Vulcanithermus,genus,0.09,,,,,,
6a7ff59cf20957d9631c2ffb7cd93f12,OTU4355,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Xanthomonadaceae,family,1,Lysobacter,genus,0.99,,,,,,
6a817ad430bbcadd29c75840b4fd25c4,OTU3129,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Propionibacterineae,suborder,1,Nocardioidaceae,family,1,Marmoricola,genus,1
6a82ef1de3eff52593174d2826df4b47,OTU5107,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,0.81,Clostridia,class,0.76,Clostridiales,order,0.76,Ruminococcaceae,family,0.6,Ercella,genus,0.08,,,,,,
6a8694bbd7878e34ad588ca5ba8437fe,OTU4458,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Deltaproteobacteria,class,1,Bdellovibrionales,order,1,Bdellovibrionaceae,family,1,Bdellovibrio,genus,1,,,,,,
6a8b0033b4bad5ad2f0171c738128776,OTU4826,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.67,Chloroflexia,class,0.16,Chloroflexales,order,0.16,Chloroflexineae,suborder,0.16,Chloroflexaceae,family,0.16,Heliothrix,genus,0.16,,,
6a90ce04b5cc058756fee669b5055319,OTU893,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Caulobacterales,order,1,Caulobacteraceae,family,1,Brevundimonas,genus,1,,,,,,
6a957658b1bbde2ca8cbba05a3f93826,OTU382,Root,rootrank,1,Bacteria,domain,1,Gemmatimonadetes,phylum,0.99,Gemmatimonadetes,class,0.99,Gemmatimonadales,order,0.99,Gemmatimonadaceae,family,0.99,Gemmatimonas,genus,0.99,,,,,,
6ab234c2d9054d2091fb0a30aaae9e6b,OTU860,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Oxalobacteraceae,family,1,Massilia,genus,1,,,,,,
6ad4cd7721aaddb4d4244b605b7ece58,OTU1974,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Niastella,genus,0.52,,,,,,
6adeb30467b7de135561cf20911262ae,OTU2833,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Sinobacteraceae,family,1,Steroidobacter,genus,1,,,,,,
6adec7c5909105ea34a6eeadb59d5fc9,OTU2173,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Spartobacteria,class,1,Spartobacteria_genera_incertae_sedis,genus,1,,,,,,,,,,,,
6afe11baa1f61e82bb4d73086daa8ca0,OTU3265,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,0.75,Burkholderiales_incertae_sedis,family,0.57,Thiobacter,genus,0.57,,,,,,
6b1d01d909288b460da4d68489c11a24,OTU3337,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,0.28,Bacilli,class,0.19,Bacillales,order,0.19,Paenibacillaceae 2,family,0.15,Oxalophagus,genus,0.15,,,,,,
6b267f44968616aec2342b8d098c2601,OTU5108,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Flavobacteriia,class,1,Flavobacteriales,order,1,Flavobacteriaceae,family,1,Flavobacterium,genus,1,,,,,,
6b3229887795185856402bcc1b7f0eda,OTU200,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Micromonosporineae,suborder,1,Micromonosporaceae,family,1,Actinoplanes,genus,0.99
6b478ea37b19110bb5aa69a0af5709e5,OTU57,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Rhizobiales,order,1,Bradyrhizobiaceae,family,1,Bosea,genus,1,,,,,,
6b6445465cfc0d80f8e07677484e7545,OTU2009,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp3,class,1,Gp3,genus,1,,,,,,,,,,,,
6b67ab560f557449809112075a85507a,OTU4974,Root,rootrank,1,Bacteria,domain,1,Planctomycetes,phylum,1,Planctomycetia,class,1,Planctomycetales,order,1,Planctomycetaceae,family,1,Singulisphaera,genus,1,,,,,,
6b68624fce9d43b4612c40060f984f56,OTU3318,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Gammaproteobacteria_incertae_sedis,order,0.89,Pseudohaliea,genus,0.62,,,,,,,,,
6b7ec370970c27ca54ce141dbe101ab3,OTU2884,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp10,class,0.99,Gp10,genus,0.99,,,,,,,,,,,,
6b7ff14c12b168e30a104c6d2bf11ce5,OTU5218,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.96,Rhodocyclaceae,family,0.96,Uliginosibacterium,genus,0.78,,,,,,
6b8269ad182fd485bd2080eb3d70be1e,OTU2045,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,0.99,Oxalobacteraceae,family,0.89,Herbaspirillum,genus,0.5,,,,,,
6b85dfdce3119a8af7112d08091ee03f,OTU2406,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.98,Rhodocyclaceae,family,0.98,Azonexus,genus,0.6,,,,,,
6b8d986227ef59dd97e67cb2d91107bc,OTU3251,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Frankineae,suborder,0.76,Geodermatophilaceae,family,0.76,Modestobacter,genus,0.64
6bb7cc05c0e74c756ea52919961bcd1c,OTU1361,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Burkholderiales,order,1,Oxalobacteraceae,family,1,Massilia,genus,1,,,,,,
6bba06b4b471b4eae1ad5db1d18081a3,OTU974,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Flavisolibacter,genus,1,,,,,,
6bc92e9d1f21321701b3adcbc0aec5cd,OTU3362,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp4,class,1,Gp4,genus,1,,,,,,,,,,,,
6bcba93237c4b15320ece0d5d3b04035,OTU1602,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Actinobacteridae,subclass,1,Actinomycetales,order,1,Micromonosporineae,suborder,1,Micromonosporaceae,family,1,Dactylosporangium,genus,0.86
6bcf47a44a4d5b430606003b5c6163b6,OTU5469,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Betaproteobacteria,class,1,Rhodocyclales,order,0.87,Rhodocyclaceae,family,0.87,Ferribacterium,genus,0.23,,,,,,
6bdae4870d5b76edce28cc279d3b1075,OTU2825,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Deltaproteobacteria,class,1,Myxococcales,order,1,Sorangiineae,suborder,1,Polyangiaceae,family,0.7,Minicystis,genus,0.24,,,
6bea18b91ca4e6f706fb166cca129ce4,OTU4598,Root,rootrank,1,Bacteria,domain,1,Firmicutes,phylum,1,Bacilli,class,1,Bacillales,order,1,Bacillaceae 2,family,1,Marinococcus,genus,1,,,,,,
6bf0ac2c86465cf99d9862fa660f14f3,OTU1902,Root,rootrank,1,Bacteria,domain,1,Chloroflexi,phylum,0.77,Anaerolineae,class,0.36,Anaerolineales,order,0.36,Anaerolineaceae,family,0.36,Thermomarinilinea,genus,0.24,,,,,,
6bfc3d9ca9e0e3b062fc427c82f3e36d,OTU4168,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,0.94,Actinobacteria,class,0.73,Nitriliruptoridae,subclass,0.15,Euzebyales,order,0.15,Euzebyaceae,family,0.15,Euzebya,genus,0.15,,,
6c15a34f7110f015e83a46627dc26884,OTU3296,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Flavitalea,genus,0.87,,,,,,
6c1cf58db23748ab675f6a36f3fd86ce,OTU2605,Root,rootrank,1,Bacteria,domain,1,Actinobacteria,phylum,1,Actinobacteria,class,1,Acidimicrobidae,subclass,0.99,Acidimicrobiales,order,0.99,Acidimicrobineae,suborder,0.99,Acidimicrobineae_incertae_sedis,family,0.58,Aciditerrimonas,genus,0.58
6c2962e5a4b074e5f283c69ebf9b1ad2,OTU424,Root,rootrank,1,Bacteria,domain,1,Acidobacteria,phylum,1,Acidobacteria_Gp4,class,1,Aridibacter,genus,1,,,,,,,,,,,,
6c3a5a444f70c2fe24044ccda23cb4cb,OTU1618,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Sinobacteraceae,family,1,Povalibacter,genus,0.9,,,,,,
6c52b4149f4fff7898ea02a04c69e126,OTU2315,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Verrucomicrobiae,class,1,Verrucomicrobiales,order,1,Verrucomicrobiaceae,family,1,Luteolibacter,genus,0.92,,,,,,
6c53e1e84c6fb73337c38218ecd3109a,OTU1372,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Alphaproteobacteria,class,1,Sphingomonadales,order,1,Sphingomonadaceae,family,1,Sphingomonas,genus,0.93,,,,,,
6c83610d7160781189f9a9aa71d053ac,OTU357,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Chitinophagaceae,family,1,Lacibacter,genus,1,,,,,,
6c974996867d59b06efbff2908ed8e01,OTU1841,Root,rootrank,1,Bacteria,domain,1,Cyanobacteria/Chloroplast,phylum,1,Cyanobacteria,class,1,Family XIII,family,0.9,GpXIII,genus,0.9,,,,,,,,,
6c99f030d514dc96d51a285ede6fb379,OTU4213,Root,rootrank,1,Bacteria,domain,1,Bacteroidetes,phylum,1,Sphingobacteriia,class,1,Sphingobacteriales,order,1,Saprospiraceae,family,1,Haliscomenobacter,genus,1,,,,,,
6cc08e6513ddeea294d0b35a64dc059b,OTU2468,Root,rootrank,1,Bacteria,domain,1,Verrucomicrobia,phylum,1,Spartobacteria,class,1,Spartobacteria_genera_incertae_sedis,genus,1,,,,,,,,,,,,
6cc2d5f0a97bd8b35eb1b7337d1ad8f5,OTU954,Root,rootrank,1,Bacteria,domain,1,Proteobacteria,phylum,1,Gammaproteobacteria,class,1,Xanthomonadales,order,1,Sinobacteraceae,family,1,Steroidobacter,genus,1,,,,,,
