Id,Phylum_color,Order_color,Name,Domain,Phylum,Class,Order,Family,Genus,Size
OTU257,#00FFFFFF,Actinomycetales,Marmoricola,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Nocardioidaceae,Marmoricola,12335
OTU21,#00FFFFFF,Actinomycetales,Arthrobacter,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcaceae,Arthrobacter,115050
OTU118,#00FFFFFF,Actinomycetales,Kribbella,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Nocardioidaceae,Kribbella,16878
OTU145,#00FFFFFF,Actinomycetales,Arthrobacter,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcaceae,Arthrobacter,17192
OTU13,#00FFFFFF,Actinomycetales,Micromonospora,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporaceae,Micromonospora,32533
OTU229,#00FFFFFF,Actinomycetales,Streptomyces,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycetaceae,Streptomyces,5421
OTU8,#00FFFFFF,Actinomycetales,Rhodococcus,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Nocardiaceae,Rhodococcus,222056
OTU4,#00FFFFFF,Actinomycetales,Streptomyces,Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycetaceae,Streptomyces,102552
OTU38,#FFFF00FF,Burkholderiales,Oxalobacteraceae,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Pseudoduganella,67941
OTU427,#FFFF00FF,Burkholderiales,Oxalobacteraceae,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Pseudoduganella,1695
OTU181,#FFFF00FF,Burkholderiales,Acidovorax,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Acidovorax,27530
OTU99,#FFFF00FF,Burkholderiales,Pelomonas,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Pelomonas,30270
OTU683,#FFFF00FF,Burkholderiales,Massilia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Massilia,1879
OTU172,#FFFF00FF,Burkholderiales,Aquabacterium,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium,35022
OTU860,#FFFF00FF,Burkholderiales,Massilia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Massilia,498
OTU692,#FFFF00FF,Burkholderiales,Burkholderia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiaceae,Burkholderia,3247
OTU410,#FFFF00FF,Burkholderiales,Acidovorax,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Acidovorax,5707
OTU334,#FFFF00FF,Burkholderiales,Massilia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Massilia,4910
OTU500,#FFFF00FF,Burkholderiales,Massilia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Massilia,4168
OTU233,#FFFF00FF,Burkholderiales,Burkholderia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiaceae,Burkholderia,22011
OTU124,#FFFF00FF,Burkholderiales,Burkholderiales,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales_incertae_sedis,Rubrivivax,41556
OTU179,#FFFF00FF,Burkholderiales,Variovorax,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Variovorax,19025
OTU376,#FFFF00FF,Burkholderiales,Proteobacteria,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales_incertae_sedis,Rubrivivax,3569
OTU161,#FFFF00FF,Burkholderiales,Comamonadaceae,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Polaromonas,40191
OTU993,#FFFF00FF,Burkholderiales,Massilia,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Oxalobacteraceae,Massilia,1512
OTU90,#FFFF00FF,Burkholderiales,Burkholderiales,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium,23951
OTU75,#FFFF00FF,Burkholderiales,Variovorax,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Variovorax,48059
OTU74,#FFFF00FF,Burkholderiales,Comamonadaceae,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Comamonadaceae,Ramlibacter,68394
OTU1038,#00FFFFFF,Others,Actinobacteria,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Iamiaceae,Iamia,3379
OTU354,#00FFFFFF,Others,Bacteria,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Iamiaceae,Iamia,23611
OTU1209,#00FFFFFF,Others,Acidimicrobineae,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas,2197
OTU628,#00FFFFFF,Others,Actinobacteria,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Iamiaceae,Iamia,7707
OTU369,#00FFFFFF,Others,Actinobacteria,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Iamiaceae,Iamia,14735
OTU204,#00FFFFFF,Others,Ilumatobacter,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,40151
OTU487,#0080FFFF,Others,Shewanella,Bacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Shewanellaceae,Shewanella,14370
OTU88,#00FF00FF,Others,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae 1,Geothermomicrobium,90441
OTU922,#8000FFFF,Others,Chloroflexi,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,3879
OTU77,orangered,Others,Phenylobacterium,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Phenylobacterium,83181
OTU127,orangered,Others,Caulobacter,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Caulobacter,28821
OTU136,orangered,Others,Caulobacteraceae,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Phenylobacterium,25130
OTU137,orangered,Others,Asticcacaulis,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Asticcacaulis,40326
OTU54,orangered,Others,Caulobacter,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Caulobacter,86524
OTU42,orangered,Others,Phenylobacterium,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Phenylobacterium,127593
OTU39,orangered,Others,Phenylobacterium,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Phenylobacterium,184319
OTU152,orangered,Others,Caulobacteraceae,Bacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacteraceae,Phenylobacterium,71489
OTU695,#8000FFFF,Others,Chloroflexia,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,2590
OTU281,#FF8000FF,Others,Algoriphagus,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,1706
OTU175,#FF8000FF,Others,Dyadobacter,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,5408
OTU115,#FF8000FF,Others,Dyadobacter,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,2791
OTU231,#0080FFFF,Others,Escherichia/Shigella,Bacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,5045
OTU154,#0080FFFF,Others,Serratia,Bacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriales,Enterobacteriaceae,Serratia,24249
OTU234,#0080FFFF,Others,Enterobacteriaceae,Bacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriales,Enterobacteriaceae,Enterobacter,3964
OTU782,#FF8000FF,Others,Flavobacterium,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,1077
OTU688,#FF8000FF,Others,Flavobacterium,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,937
OTU33,#FF8000FF,Others,Chryseobacterium,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,30144
OTU1,#FF8000FF,Others,Chryseobacterium,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,281910
OTU403,#00FFFFFF,Others,Gaiella,Bacteria,Actinobacteria,Rubrobacteridae,Gaiellales,Gaiellaceae,Gaiella,14225
OTU682,#00FFFFFF,Others,Gaiella,Bacteria,Actinobacteria,Rubrobacteridae,Gaiellales,Gaiellaceae,Gaiella,9649
OTU171,#00FFFFFF,Others,Gaiella,Bacteria,Actinobacteria,Rubrobacteridae,Gaiellales,Gaiellaceae,Gaiella,60885
OTU630,#00FFFFFF,Others,Gaiella,Bacteria,Actinobacteria,Rubrobacteridae,Gaiellales,Gaiellaceae,Gaiella,7401
OTU436,#00FFFFFF,Others,Gaiella,Bacteria,Actinobacteria,Rubrobacteridae,Gaiellales,Gaiellaceae,Gaiella,10123
OTU201,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,29686
OTU504,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,10899
OTU397,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,20548
OTU690,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2168
OTU327,#FF00FFFF,Others,Bacteria,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,31828
OTU305,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,26707
OTU382,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,17723
OTU132,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,74225
OTU287,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,31876
OTU395,#FF00FFFF,Others,Bacteria,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,22364
OTU108,#FF00FFFF,Others,Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,72742
OTU86,#8000FFFF,Others,Bacteria,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,Kallotenue,84351
OTU870,#8000FFFF,Others,Bacteria,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,Kallotenue,3418
OTU1959,#8000FFFF,Others,Ktedonobacter,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,1432
OTU417,#8000FFFF,Others,Bacteria,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,11774
OTU106,#FFFF00FF,Others,Methylophilus,Bacteria,Betaproteobacteria,Methylophilales,Methylophilales,Methylophilaceae,Methylophilus,90834
OTU258,#00FF80FF,Others,Sorangiineae,Bacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Phaselicystidaceae,Phaselicystis,5444
OTU632,#00FF80FF,Others,Nannocystineae,Bacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Kofleriaceae,Kofleria,2498
OTU764,#00FF80FF,Others,Cystobacterineae,Bacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcaceae,Angiococcus,1905
OTU79,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Neisseriales,Neisseriales,Neisseriaceae,Laribacter,78867
OTU1484,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Neisseriales,Neisseriales,Neisseriaceae,Laribacter,3055
OTU350,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,17528
OTU66,#FF0080FF,Others,Nitrososphaera,Archaea,Thaumarchaeota,,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,114630
OTU271,#FF0080FF,Others,Nitrososphaera,Archaea,Thaumarchaeota,,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,6211
OTU456,#FF0080FF,Others,Nitrospira,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,23811
OTU799,#0080FFFF,Others,Gammaproteobacteria,Bacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales_incertae_sedis,Gynuella,1055
OTU97,#80FF00FF,Others,Opitutus,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,104086
OTU958,#FF0080FF,Others,Bacteria,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,1906
OTU433,#0080FFFF,Others,Pseudomonas,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1629
OTU156,#0080FFFF,Others,Proteobacteria,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadaceae,Rhizobacter,22722
OTU589,#0080FFFF,Others,Proteobacteria,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadaceae,Rhizobacter,2480
OTU458,#0080FFFF,Others,Proteobacteria,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadaceae,Rhizobacter,24961
OTU616,#0080FFFF,Others,Pseudomonas,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1021
OTU85,#0080FFFF,Others,Rhizobacter,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadaceae,Rhizobacter,70153
OTU1118,orangered,Others,Rubellimicrobium,Bacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,1217
OTU432,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Denitratisoma,12161
OTU449,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Denitratisoma,4904
OTU148,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Denitratisoma,48220
OTU566,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,3366
OTU297,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Denitratisoma,28048
OTU1532,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,1501
OTU1150,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,5403
OTU146,#FFFF00FF,Others,Betaproteobacteria,Bacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales,Rhodocyclaceae,Denitratisoma,46040
OTU128,orangered,Others,Lacibacterium,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillaceae,Lacibacterium,27742
OTU238,orangered,Others,Azospirillum,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillaceae,Azospirillum,752
OTU277,orangered,Others,Reyranella,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,,Reyranella,31387
OTU91,orangered,Others,Rhodospirillaceae,Bacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillaceae,Lacibacterium,59895
OTU1109,#00FFFFFF,Others,Rubrobacteridae,Bacteria,Actinobacteria,Rubrobacteridae,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,2692
OTU59,#8000FFFF,Others,Bacteria,Bacteria,Chloroflexi,Sphaerobacteridae,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,103887
OTU691,#8000FFFF,Others,Bacteria,Bacteria,Chloroflexi,Sphaerobacteridae,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,10465
OTU553,#FF8000FF,Others,Niastella,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,3649
OTU356,#FF8000FF,Others,Niastella,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,20974
OTU900,#FF8000FF,Others,Chitinophagaceae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,2048
OTU501,#FF8000FF,Others,Chitinophagaceae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,7290
OTU123,#FF8000FF,Others,Niastella,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,27507
OTU502,#FF8000FF,Others,Flavisolibacter,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,11495
OTU289,#FF8000FF,Others,Lacibacter,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Lacibacter,1271
OTU252,#FF8000FF,Others,Chitinophagaceae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,6228
OTU143,#FF8000FF,Others,Flavisolibacter,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,47856
OTU102,#FF8000FF,Others,Chitinophagaceae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,55303
OTU996,#80FF00FF,Others,Verrucomicrobiaceae,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,1304
OTU104,#80FF00FF,Others,Luteolibacter,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,41934
OTU380,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,23291
OTU190,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,51117
OTU122,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,49185
OTU273,#80FF00FF,Others,Spartobacteria_genera_incertae_sedis,Bacteria,Verrucomicrobia,Spartobacteria,,,Spartobacteria_genera_incertae_sedis,36571
OTU199,#FF0080FF,Others,Saccharibacteria_genera_incertae_sedis,Bacteria,Candidatus Saccharibacteria,,,,Saccharibacteria_genera_incertae_sedis,20954
OTU290,#80FF00FF,Others,Spartobacteria_genera_incertae_sedis,Bacteria,Verrucomicrobia,Spartobacteria,,,Spartobacteria_genera_incertae_sedis,26857
OTU320,deepskyblue,Others,Gp6,Bacteria,Acidobacteria,Acidobacteria_Gp6,,,Gp6,17478
OTU255,deepskyblue,Others,Gp6,Bacteria,Acidobacteria,Acidobacteria_Gp6,,,Gp6,37263
OTU485,deepskyblue,Others,Gp6,Bacteria,Acidobacteria,Acidobacteria_Gp6,,,Gp6,14566
OTU890,deepskyblue,Others,Gp3,Bacteria,Acidobacteria,Acidobacteria_Gp3,,,Gp3,1827
OTU555,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,6880
OTU284,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,31345
OTU49,deepskyblue,Others,Gp16,Bacteria,Acidobacteria,Acidobacteria_Gp16,,,Gp16,156766
OTU462,deepskyblue,Others,Gp16,Bacteria,Acidobacteria,Acidobacteria_Gp16,,,Gp16,14821
OTU103,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,96529
OTU1327,#80FF00FF,Others,Spartobacteria_genera_incertae_sedis,Bacteria,Verrucomicrobia,Spartobacteria,,,Spartobacteria_genera_incertae_sedis,5055
OTU409,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,7895
OTU306,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,26790
OTU135,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,83067
OTU50,deepskyblue,Others,Acidobacteria_Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Blastocatella,175281
OTU218,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,31262
OTU329,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,21622
OTU151,deepskyblue,Others,Acidobacteria_Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Blastocatella,40573
OTU130,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,86849
OTU1451,deepskyblue,Others,Gp16,Bacteria,Acidobacteria,Acidobacteria_Gp16,,,Gp16,2759
OTU646,#FF0080FF,Others,Saccharibacteria_genera_incertae_sedis,Bacteria,Candidatus Saccharibacteria,,,,Saccharibacteria_genera_incertae_sedis,2506
OTU471,deepskyblue,Others,Acidobacteria_Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,23537
OTU98,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,91988
OTU162,deepskyblue,Others,Gp6,Bacteria,Acidobacteria,Acidobacteria_Gp6,,,Gp6,70241
OTU270,#80FF00FF,Others,Spartobacteria_genera_incertae_sedis,Bacteria,Verrucomicrobia,Spartobacteria,,,Spartobacteria_genera_incertae_sedis,22638
OTU116,deepskyblue,Others,Gp4,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Gp4,46584
OTU120,deepskyblue,Others,Aridibacter,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,Aridibacter,75467
OTU612,deepskyblue,Others,Gp6,Bacteria,Acidobacteria,Acidobacteria_Gp6,,,Gp6,5217
OTU169,deepskyblue,Others,Gp1,Bacteria,Acidobacteria,Acidobacteria_Gp1,,,Gp1,69419
OTU587,deepskyblue,Others,Gp16,Bacteria,Acidobacteria,Acidobacteria_Gp16,,,Gp16,10293
OTU377,deepskyblue,Others,Gp7,Bacteria,Acidobacteria,Acidobacteria_Gp7,,,Gp7,13861
