Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Molecular function,peptidase regulator activity,GO:0061134,4,6.75E-08,7.560478919,12,1.12E+02,349,24627,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",2.28E-06
Molecular function,UDP-glycosyltransferase activity,GO:0008194,5,1.22E-06,5.302532421,13,1.73E+02,349,24627,"Medtr2g016630,Medtr4g008010,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr7g109920,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr2g044070,Medtr4g130510,",3.44E-05
Molecular function,catalytic activity,GO:0003824,2,1.75E-06,1.241800422,222,1.26E+04,349,24627,"Medtr2g015630,Medtr7g062250,Medtr2g016630,Medtr8g036185,Medtr8g032950,Medtr3g078170,Medtr4g100590,Medtr7g018310,Medtr7g070610,Medtr4g478220,Medtr4g008010,Medtr7g018320,Medtr2g037830,Medtr0449s0040,Medtr4g022720,Medtr6g021950,Medtr2g084245,Medtr7g085120,Medtr1g006695,Medtr2g023680,Medtr4g015120,Medtr7g113660,Medtr5g017260,Medtr2g064425,Medtr1g070940,Medtr2g035780,Medtr1g037370,Medtr6g042310,Medtr6g075210,Medtr1g102230,Medtr5g009150,Medtr4g094090,Medtr4g033150,Medtr4g005190,Medtr1g105615,Medtr8g479390,Medtr7g012120,Medtr1g022250,Medtr3g462760,Medtr7g116870,Medtr5g009970,Medtr7g017360,Medtr5g016660,Medtr8g005900,Medtr4g105080,Medtr4g118590,Medtr3g025260,Medtr5g011040,Medtr5g048740,Medtr1g021855,Medtr7g056103,Medtr8g090025,Medtr2g034680,Medtr1g105630,Medtr6g034220,Medtr1g017270,Medtr4g011630,Medtr5g062370,Medtr1g087240,Medtr0190s0020,Medtr4g092640,Medtr4g031820,Medtr4g022290,Medtr0011s0020,Medtr0034s0060,Medtr2g088190,Medtr1g062530,Medtr1g067630,Medtr8g020990,Medtr7g109920,Medtr7g070660,Medtr3g081130,Medtr4g031800,Medtr7g113860,Medtr1g062500,Medtr6g027920,Medtr3g005710,Medtr4g128990,Medtr4g103620,Medtr3g116080,Medtr7g013850,Medtr3g087640,Medtr8g086600,Medtr7g006900,Medtr7g018290,Medtr5g025270,Medtr2g016470,Medtr8g090095,Medtr3g095910,Medtr2g044120,Medtr3g097150,Medtr3g036100,Medtr4g055260,Medtr7g087100,Medtr2g437880,Medtr4g123940,Medtr3g111600,Medtr4g124650,Medtr7g014330,Medtr5g005670,Medtr7g091880,Medtr8g098360,Medtr5g024880,Medtr4g069840,Medtr8g063270,Medtr8g040710,Medtr1g082890,Medtr5g014240,Medtr7g007680,Medtr4g092140,Medtr5g019220,Medtr0009s0230,Medtr3g005560,Medtr7g069980,Medtr7g103440,Medtr1g082880,Medtr5g012600,Medtr1g072540,Medtr6g004880,Medtr1g054935,Medtr5g066770,Medtr1g024840,Medtr2g040650,Medtr8g040730,Medtr6g065430,Medtr1g018200,Medtr4g134290,Medtr8g089745,Medtr8g007090,Medtr8g007095,Medtr2g046620,Medtr8g037260,Medtr5g020300,Medtr2g055430,Medtr4g134090,Medtr6g085050,Medtr3g031650,Medtr3g111410,Medtr7g060460,Medtr2g087090,Medtr7g111850,Medtr7g080060,Medtr1g035360,Medtr4g478280,Medtr4g016940,Medtr7g070860,Medtr8g040300,Medtr2g040690,Medtr5g062430,Medtr2g044070,Medtr4g081390,Medtr8g066040,Medtr2g027300,Medtr5g062320,Medtr4g130510,Medtr4g071520,Medtr5g082750,Medtr5g074270,Medtr3g083620,Medtr7g070740,Medtr1g027440,Medtr3g465880,Medtr4g015460,Medtr4g087810,Medtr7g068450,Medtr7g062310,Medtr8g463180,Medtr7g033150,Medtr6g023760,Medtr5g019420,Medtr1g106860,Medtr4g005270,Medtr4g123553,Medtr3g091350,Medtr3g114500,Medtr7g096080,Medtr5g035030,Medtr8g075100,Medtr8g072010,Medtr2g089735,Medtr7g073550,Medtr8g028160,Medtr7g458880,Medtr1g115500,Medtr4g014440,Medtr2g055530,Medtr3g013500,Medtr2g055940,Medtr8g056940,Medtr7g055710,Medtr8g064610,Medtr4g094882,Medtr6g084770,Medtr2g008225,Medtr6g082500,Medtr2g008220,Medtr5g020620,Medtr7g065700,Medtr1g096490,Medtr1g043760,Medtr2g032710,Medtr5g081730,Medtr1g070365,Medtr5g031170,Medtr2g082650,Medtr5g090910,Medtr5g081810,Medtr8g075830,Medtr2g055470,Medtr4g052350,Medtr3g028210,Medtr4g094838,Medtr4g094832,Medtr3g105820,Medtr5g090920,Medtr4g094720,Medtr5g081750,Medtr7g070800,Medtr7g070200,Medtr4g052340,Medtr7g070583,Medtr5g009370,",4.54E-05
Molecular function,UDP-glucosyltransferase activity,GO:0035251,7,2.30E-06,6.785045184,10,1.04E+02,349,24627,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr2g044070,Medtr4g130510,",5.56E-05
Molecular function,copper ion binding,GO:0005507,7,2.95E-05,4.620292673,11,1.68E+02,349,24627,"Medtr7g062250,Medtr4g015120,Medtr8g479390,Medtr3g462760,Medtr6g027920,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr1g115500,Medtr5g020620,Medtr5g081810,",6.65E-04
Molecular function,glucosyltransferase activity,GO:0046527,6,4.90E-05,4.800304076,10,1.47E+02,349,24627,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr2g044070,Medtr4g130510,",0.00103556
Molecular function,enzyme inhibitor activity,GO:0004857,4,1.37E-04,3.217923709,14,3.07E+02,349,24627,"Medtr4g122740,Medtr6g066190,Medtr8g009300,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",0.002717991
Molecular function,transition metal ion binding,GO:0046914,6,1.39E-04,1.684734819,52,2.18E+03,349,24627,"Medtr7g062250,Medtr8g036185,Medtr4g100590,Medtr5g021580,Medtr2g023680,Medtr4g015120,Medtr7g068290,Medtr1g037370,Medtr8g479390,Medtr3g462760,Medtr8g005900,Medtr4g010340,Medtr3g025260,Medtr7g056103,Medtr8g007300,Medtr2g099010,Medtr4g031820,Medtr3g117280,Medtr6g032830,Medtr5g036570,Medtr6g027920,Medtr7g006900,Medtr4g008050,Medtr1g087150,Medtr2g437880,Medtr5g081560,Medtr8g063270,Medtr5g014240,Medtr7g069980,Medtr5g022770,Medtr2g055430,Medtr7g073200,Medtr7g060460,Medtr4g130510,Medtr5g082750,Medtr7g062310,Medtr1g085500,Medtr8g092970,Medtr3g091350,Medtr3g114500,Medtr7g458880,Medtr1g115500,Medtr2g055530,Medtr1g017950,Medtr8g064610,Medtr4g067320,Medtr6g084770,Medtr5g020620,Medtr1g070365,Medtr5g081810,Medtr2g055470,Medtr4g094725,",0.002612797
Molecular function,"transferase activity, transferring acyl groups other than amino-acyl groups",GO:0016747,5,1.59E-04,2.783285356,17,4.31E+02,349,24627,"Medtr4g478220,Medtr0449s0040,Medtr4g022720,Medtr0190s0020,Medtr4g022290,Medtr7g013850,Medtr3g087640,Medtr7g014330,Medtr4g134090,Medtr4g478280,Medtr4g016940,Medtr3g465880,Medtr2g089735,Medtr4g014440,Medtr3g028210,Medtr4g094838,Medtr4g094832,",0.002680105
Molecular function,monooxygenase activity,GO:0004497,4,2.43E-04,2.68365993,17,4.47E+02,349,24627,"Medtr8g036185,Medtr2g023680,Medtr1g037370,Medtr3g025260,Medtr7g056103,Medtr1g017270,Medtr4g092640,Medtr4g031820,Medtr7g006900,Medtr2g044120,Medtr2g437880,Medtr5g014240,Medtr2g055430,Medtr6g084770,Medtr1g070365,Medtr2g055470,Medtr3g105820,",0.003914122
Molecular function,"transferase activity, transferring acyl groups",GO:0016746,4,2.77E-04,2.565980724,18,4.95E+02,349,24627,"Medtr4g478220,Medtr0449s0040,Medtr4g022720,Medtr5g011040,Medtr0190s0020,Medtr4g022290,Medtr7g013850,Medtr3g087640,Medtr7g014330,Medtr4g134090,Medtr4g478280,Medtr4g016940,Medtr3g465880,Medtr2g089735,Medtr4g014440,Medtr3g028210,Medtr4g094838,Medtr4g094832,",0.004257966
Molecular function,"hydrolase activity, acting on glycosyl bonds",GO:0016798,4,4.80E-04,2.317388175,20,6.09E+02,349,24627,"Medtr1g102230,Medtr5g009970,Medtr4g118590,Medtr2g034680,Medtr5g062370,Medtr1g087240,Medtr7g091880,Medtr1g082890,Medtr0009s0230,Medtr2g040650,Medtr1g018200,Medtr8g089745,Medtr2g040690,Medtr5g062430,Medtr8g066040,Medtr5g062320,Medtr4g015460,Medtr1g106860,Medtr7g073550,Medtr2g032710,",0.007055153
Molecular function,microtubule binding,GO:0008017,6,6.69E-04,4.795643586,7,103,349,24627,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr2g026590,Medtr4g078565,Medtr4g094882,",0.00941923
Molecular function,oxidoreductase activity,GO:0016491,3,7.99E-04,1.582163003,50,2230,349,24627,"Medtr7g062250,Medtr8g036185,Medtr3g078170,Medtr4g100590,Medtr2g023680,Medtr4g015120,Medtr1g037370,Medtr8g479390,Medtr3g462760,Medtr4g105080,Medtr3g025260,Medtr5g048740,Medtr7g056103,Medtr1g017270,Medtr4g092640,Medtr4g031820,Medtr2g088190,Medtr8g020990,Medtr3g081130,Medtr7g006900,Medtr5g025270,Medtr2g044120,Medtr3g036100,Medtr2g437880,Medtr5g024880,Medtr5g014240,Medtr7g069980,Medtr2g055430,Medtr7g060460,Medtr5g082750,Medtr7g062310,Medtr8g463180,Medtr6g023760,Medtr3g091350,Medtr8g075100,Medtr7g458880,Medtr1g115500,Medtr2g055530,Medtr8g064610,Medtr6g084770,Medtr5g020620,Medtr1g043760,Medtr1g070365,Medtr5g081810,Medtr8g075830,Medtr2g055470,Medtr4g052350,Medtr3g105820,Medtr4g094720,Medtr4g052340,",0.010391379
Molecular function,O-acyltransferase activity,GO:0008374,6,0.001081061,6.41495181,5,55,349,24627,"Medtr4g478220,Medtr7g014330,Medtr4g478280,Medtr4g016940,Medtr4g014440,",0.013533282
Molecular function,tubulin binding,GO:0015631,5,0.001156213,4.371250349,7,113,349,24627,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr2g026590,Medtr4g078565,Medtr4g094882,",0.013957144
Molecular function,cytoskeletal protein binding,GO:0008092,4,0.001453516,3.396150958,9,187,349,24627,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr2g026590,Medtr1g017950,Medtr4g078565,Medtr4g094882,Medtr7g052820,",0.016940981
Molecular function,molecular function regulator,GO:0098772,2,0.001454229,2.438864168,15,434,349,24627,"Medtr4g122740,Medtr6g066190,Medtr8g009300,Medtr4g019770,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",0.01638431
Molecular function,iron ion binding,GO:0005506,7,0.001837478,2.174932292,18,584,349,24627,"Medtr8g036185,Medtr4g100590,Medtr2g023680,Medtr1g037370,Medtr3g025260,Medtr7g056103,Medtr4g031820,Medtr7g006900,Medtr2g437880,Medtr5g014240,Medtr7g069980,Medtr2g055430,Medtr5g082750,Medtr3g091350,Medtr2g055530,Medtr6g084770,Medtr1g070365,Medtr2g055470,",0.02003444
Molecular function,enzyme regulator activity,GO:0030234,3,0.002067237,2.439265627,14,405,349,24627,"Medtr4g122740,Medtr6g066190,Medtr8g009300,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",0.021835187
Molecular function,microtubule motor activity,GO:0003777,9,0.002973384,5.113367385,5,69,349,24627,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr4g094882,",0.028714396
Molecular function,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0004553,5,0.003112471,2.123178741,17,565,349,24627,"Medtr1g102230,Medtr5g009970,Medtr2g034680,Medtr5g062370,Medtr1g087240,Medtr7g091880,Medtr1g082890,Medtr2g040650,Medtr1g018200,Medtr8g089745,Medtr2g040690,Medtr5g062430,Medtr5g062320,Medtr4g015460,Medtr1g106860,Medtr7g073550,Medtr2g032710,",0.029222645
Molecular function,lyase activity,GO:0016829,3,0.003125798,2.329958912,14,424,349,24627,"Medtr7g018310,Medtr7g018320,Medtr6g021950,Medtr2g064425,Medtr6g075210,Medtr0034s0060,Medtr7g018290,Medtr5g005670,Medtr5g066770,Medtr3g111410,Medtr7g096080,Medtr5g081730,Medtr5g031170,Medtr5g081750,",0.028554589
Molecular function,metal ion binding,GO:0046872,5,0.00431496,1.319723404,81,4331,349,24627,"Medtr7g062250,Medtr2g016630,Medtr8g036185,Medtr4g100590,Medtr8g038100,Medtr6g086020,Medtr8g005800,Medtr6g021950,Medtr5g021580,Medtr2g023680,Medtr4g015120,Medtr2g064425,Medtr7g068290,Medtr2g035780,Medtr1g037370,Medtr8g479390,Medtr8g022240,Medtr3g462760,Medtr8g005900,Medtr4g010340,Medtr6g045203,Medtr3g025260,Medtr5g048740,Medtr7g056103,Medtr8g007300,Medtr2g099010,Medtr4g031820,Medtr8g446810,Medtr3g117280,Medtr8g020990,Medtr3g081130,Medtr6g032830,Medtr5g036570,Medtr6g027920,Medtr5g097280,Medtr8g086600,Medtr7g006900,Medtr4g008050,Medtr1g087150,Medtr2g437880,Medtr5g081560,Medtr8g063270,Medtr5g014240,Medtr7g069980,Medtr5g022770,Medtr4g134290,Medtr1g110710,Medtr8g037260,Medtr2g055430,Medtr7g073200,Medtr7g060460,Medtr2g081350,Medtr3g073670,Medtr4g130510,Medtr5g082750,Medtr7g062310,Medtr1g085500,Medtr8g092970,Medtr3g091350,Medtr2g090605,Medtr3g114500,Medtr8g075100,Medtr7g458880,Medtr1g115500,Medtr2g055530,Medtr2g078670,Medtr1g017950,Medtr8g064610,Medtr4g067320,Medtr6g084770,Medtr5g020620,Medtr1g096490,Medtr1g043760,Medtr5g081730,Medtr1g070365,Medtr5g081810,Medtr8g075830,Medtr2g055470,Medtr4g094725,Medtr3g105820,Medtr5g009370,",0.037396322
Molecular function,cation binding,GO:0043169,4,0.004614581,1.316380024,81,4342,349,24627,"Medtr7g062250,Medtr2g016630,Medtr8g036185,Medtr4g100590,Medtr8g038100,Medtr6g086020,Medtr8g005800,Medtr6g021950,Medtr5g021580,Medtr2g023680,Medtr4g015120,Medtr2g064425,Medtr7g068290,Medtr2g035780,Medtr1g037370,Medtr8g479390,Medtr8g022240,Medtr3g462760,Medtr8g005900,Medtr4g010340,Medtr6g045203,Medtr3g025260,Medtr5g048740,Medtr7g056103,Medtr8g007300,Medtr2g099010,Medtr4g031820,Medtr8g446810,Medtr3g117280,Medtr8g020990,Medtr3g081130,Medtr6g032830,Medtr5g036570,Medtr6g027920,Medtr5g097280,Medtr8g086600,Medtr7g006900,Medtr4g008050,Medtr1g087150,Medtr2g437880,Medtr5g081560,Medtr8g063270,Medtr5g014240,Medtr7g069980,Medtr5g022770,Medtr4g134290,Medtr1g110710,Medtr8g037260,Medtr2g055430,Medtr7g073200,Medtr7g060460,Medtr2g081350,Medtr3g073670,Medtr4g130510,Medtr5g082750,Medtr7g062310,Medtr1g085500,Medtr8g092970,Medtr3g091350,Medtr2g090605,Medtr3g114500,Medtr8g075100,Medtr7g458880,Medtr1g115500,Medtr2g055530,Medtr2g078670,Medtr1g017950,Medtr8g064610,Medtr4g067320,Medtr6g084770,Medtr5g020620,Medtr1g096490,Medtr1g043760,Medtr5g081730,Medtr1g070365,Medtr5g081810,Medtr8g075830,Medtr2g055470,Medtr4g094725,Medtr3g105820,Medtr5g009370,",0.038993209
Molecular function,transferase activity,GO:0016740,3,0.00681707,1.266891062,93,5180,349,24627,"Medtr2g016630,Medtr8g032950,Medtr7g070610,Medtr4g478220,Medtr4g008010,Medtr2g037830,Medtr0449s0040,Medtr4g022720,Medtr2g084245,Medtr7g113660,Medtr2g035780,Medtr6g042310,Medtr4g033150,Medtr1g105615,Medtr7g012120,Medtr7g017360,Medtr5g016660,Medtr5g011040,Medtr1g021855,Medtr1g105630,Medtr0190s0020,Medtr4g022290,Medtr0011s0020,Medtr7g109920,Medtr7g070660,Medtr4g031800,Medtr6g027920,Medtr3g005710,Medtr4g128990,Medtr4g103620,Medtr7g013850,Medtr3g087640,Medtr8g086600,Medtr2g016470,Medtr8g090095,Medtr3g095910,Medtr7g087100,Medtr4g123940,Medtr3g111600,Medtr7g014330,Medtr7g091880,Medtr4g069840,Medtr8g063270,Medtr8g040710,Medtr7g007680,Medtr5g019220,Medtr3g005560,Medtr7g103440,Medtr1g082880,Medtr1g072540,Medtr8g040730,Medtr4g134290,Medtr2g046620,Medtr8g037260,Medtr4g134090,Medtr2g087090,Medtr7g111850,Medtr4g478280,Medtr4g016940,Medtr7g070860,Medtr8g040300,Medtr2g044070,Medtr2g027300,Medtr4g130510,Medtr4g071520,Medtr3g083620,Medtr7g070740,Medtr1g027440,Medtr3g465880,Medtr5g019420,Medtr4g123553,Medtr3g114500,Medtr5g035030,Medtr2g089735,Medtr1g115500,Medtr4g014440,Medtr3g013500,Medtr2g055940,Medtr8g056940,Medtr7g055710,Medtr2g008225,Medtr2g008220,Medtr7g065700,Medtr1g096490,Medtr2g082650,Medtr5g090910,Medtr3g028210,Medtr4g094838,Medtr4g094832,Medtr5g090920,Medtr7g070800,Medtr7g070200,Medtr7g070583,",0.051203773
Molecular function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO:0016705,4,0.006820406,2.00895288,16,562,349,24627,"Medtr8g036185,Medtr2g023680,Medtr1g037370,Medtr3g025260,Medtr7g056103,Medtr1g017270,Medtr4g092640,Medtr4g031820,Medtr7g006900,Medtr2g437880,Medtr5g014240,Medtr2g055430,Medtr2g055530,Medtr6g084770,Medtr1g070365,Medtr2g055470,",0.050115161
Molecular function,motor activity,GO:0003774,8,0.009570885,3.877168677,5,91,349,24627,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr4g094882,",0.066019573
Molecular function,nutrient reservoir activity,GO:0045735,2,0.016332339,3.392522592,5,104,349,24627,"Medtr4g010340,Medtr8g007300,Medtr5g036570,Medtr1g085500,Medtr6g017150,",0.075620968
Molecular function,tetrapyrrole binding,GO:0046906,4,0.024689529,1.696741144,17,707,349,24627,"Medtr8g036185,Medtr2g023680,Medtr1g037370,Medtr3g025260,Medtr7g056103,Medtr4g031820,Medtr4g019150,Medtr5g097280,Medtr7g006900,Medtr2g437880,Medtr5g014240,Medtr2g055430,Medtr8g075100,Medtr2g055530,Medtr6g084770,Medtr1g070365,Medtr2g055470,",0.109803433
Molecular function,heme binding,GO:0020037,5,0.02762082,1.705485678,16,662,349,24627,"Medtr8g036185,Medtr2g023680,Medtr1g037370,Medtr3g025260,Medtr7g056103,Medtr4g031820,Medtr4g019150,Medtr7g006900,Medtr2g437880,Medtr5g014240,Medtr2g055430,Medtr8g075100,Medtr2g055530,Medtr6g084770,Medtr1g070365,Medtr2g055470,",0.11969022
Molecular function,carbon-oxygen lyase activity,GO:0016835,4,0.029754847,2.581626948,6,164,349,24627,"Medtr6g021950,Medtr2g064425,Medtr0034s0060,Medtr5g005670,Medtr7g096080,Medtr5g081730,",0.109316721
Cellular component,apoplast,GO:0048046,3,5.13E-07,4.871399177,15,228,243,17993,"Medtr7g062250,Medtr4g015120,Medtr4g428370,Medtr3g462760,Medtr4g118590,Medtr6g027920,Medtr6g078070,Medtr7g060460,Medtr7g062310,Medtr8g463180,Medtr7g458880,Medtr1g115500,Medtr8g064610,Medtr5g020620,Medtr5g081810,",6.62E-05
Cellular component,extracellular region,GO:0005576,2,2.28E-05,2.714993141,22,600,243,17993,"Medtr7g062250,Medtr4g015120,Medtr4g428370,Medtr3g462760,Medtr8g005900,Medtr4g010340,Medtr4g118590,Medtr8g007300,Medtr5g036570,Medtr6g027920,Medtr6g078070,Medtr7g060460,Medtr7g062310,Medtr8g463180,Medtr1g085500,Medtr8g075100,Medtr7g458880,Medtr1g115500,Medtr8g064610,Medtr5g020620,Medtr2g032710,Medtr5g081810,",0.001472017
Cellular component,cell periphery,GO:0071944,3,4.13E-05,1.872909707,43,1700,243,17993,"Medtr2g016630,Medtr4g415300,Medtr8g005800,Medtr4g088055,Medtr2g035780,Medtr4g130540,Medtr8g479390,Medtr4g105080,Medtr4g118590,Medtr2g034680,Medtr7g051910,Medtr3g098910,Medtr4g019150,Medtr6g027920,Medtr3g079210,Medtr3g116080,Medtr7g015960,Medtr8g086600,Medtr7g079870,Medtr8g063270,Medtr6g078070,Medtr5g012600,Medtr1g054935,Medtr5g066760,Medtr8g089745,Medtr6g007110,Medtr8g037260,Medtr4g016940,Medtr1g057560,Medtr7g101080,Medtr4g130510,Medtr4g071520,Medtr8g463180,Medtr1g106860,Medtr1g085500,Medtr3g085210,Medtr1g115500,Medtr1g017950,Medtr1g096490,Medtr3g090940,Medtr2g462000,Medtr7g070200,Medtr2g026530,",0.001774377
Cellular component,anchored component of membrane,GO:0031225,4,8.57E-05,8.227251943,6,54,243,17993,"Medtr3g079210,Medtr7g015960,Medtr8g463180,Medtr3g085210,Medtr6g015880,Medtr2g462000,",0.002762536
Cellular component,plasma membrane,GO:0005886,3,8.74E-05,1.996462407,34,1261,243,17993,"Medtr2g016630,Medtr4g415300,Medtr8g005800,Medtr4g088055,Medtr2g035780,Medtr4g130540,Medtr4g105080,Medtr2g034680,Medtr7g051910,Medtr3g098910,Medtr4g019150,Medtr6g027920,Medtr3g079210,Medtr7g015960,Medtr8g086600,Medtr7g079870,Medtr8g063270,Medtr1g054935,Medtr5g066760,Medtr6g007110,Medtr8g037260,Medtr4g016940,Medtr7g101080,Medtr4g130510,Medtr4g071520,Medtr8g463180,Medtr3g085210,Medtr1g115500,Medtr1g017950,Medtr1g096490,Medtr3g090940,Medtr2g462000,Medtr7g070200,Medtr2g026530,",0.002256044
Cellular component,microtubule,GO:0005874,7,0.007822947,4.068421291,5,91,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr4g081390,Medtr4g078565,",0.168193355
Cellular component,cytoskeletal part,GO:0044430,5,0.008171188,3.066963742,7,169,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr8g040300,Medtr4g081390,Medtr4g078565,Medtr1g045065,",0.150583326
Cellular component,supramolecular polymer,GO:0099081,3,0.009335077,3.897119342,5,95,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr4g081390,Medtr4g078565,",0.150528115
