Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Biological process,response to chemical,GO:0042221,3,0.007893962,2.088039323,13,1831,65,19116,"Medtr2g084020,Medtr1g022970,Medtr2g029560,Medtr2g084010,Medtr3g027940,Medtr1g116120,Medtr1g054205,Medtr7g072510,Medtr1g074310,Medtr4g098500,Medtr8g079120,Medtr4g072190,Medtr2g029750,",0.09568439
Biological process,cellular process,GO:0009987,2,0.011286134,1.232300588,49,11694,65,19116,"Medtr4g051097,Medtr4g050860,Medtr8g015950,Medtr7g088880,Medtr2g084020,Medtr1g064260,Medtr4g034720,Medtr4g051120,Medtr2g095920,Medtr1g022970,Medtr4g050850,Medtr2g029560,Medtr2g084010,Medtr4g051130,Medtr4g051350,Medtr7g104330,Medtr5g009120,Medtr4g114550,Medtr4g034750,Medtr1g054205,Medtr4g051370,Medtr6g013050,Medtr7g080250,Medtr1g100210,Medtr4g117330,Medtr1g017020,Medtr6g015650,Medtr4g035040,Medtr3g117750,Medtr4g051380,Medtr3g080810,Medtr4g051375,Medtr4g034770,Medtr7g072510,Medtr8g102800,Medtr5g054300,Medtr4g006090,Medtr4g051390,Medtr4g051110,Medtr3g062540,Medtr1g074310,Medtr0200s0050,Medtr4g051103,Medtr4g051410,Medtr4g098500,Medtr4g034790,Medtr8g079120,Medtr4g034810,Medtr2g029750,",0.100321188
Biological process,cellular response to stimulus,GO:0051716,3,0.017926963,1.881496063,13,2032,65,19116,"Medtr2g084020,Medtr1g022970,Medtr2g029560,Medtr2g084010,Medtr4g114550,Medtr1g054205,Medtr6g015650,Medtr4g035040,Medtr7g072510,Medtr3g062540,Medtr4g098500,Medtr8g079120,Medtr2g029750,",0.132792315
Biological process,oxidation-reduction process,GO:0055114,3,0.018684018,1.814584534,14,2269,65,19116,"Medtr2g084020,Medtr1g022970,Medtr4g050850,Medtr2g029560,Medtr2g084010,Medtr2g043850,Medtr1g054205,Medtr4g051370,Medtr4g006100,Medtr7g080250,Medtr4g035040,Medtr7g072510,Medtr4g034790,Medtr2g029750,",0.13345727
Biological process,cellular nitrogen compound biosynthetic process,GO:0044271,5,0.024948265,1.630117128,17,3067,65,19116,"Medtr4g051097,Medtr4g034720,Medtr4g051120,Medtr2g095920,Medtr4g051130,Medtr4g051350,Medtr4g034750,Medtr4g051380,Medtr8g102800,Medtr5g054300,Medtr4g006090,Medtr4g051390,Medtr4g051110,Medtr1g074310,Medtr4g051103,Medtr4g051410,Medtr4g034810,",0.151201606
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
