"","Feature.ID","ID","ID2","ID3","Taxon","Taxon.1","SUM","R_A17_1","R_A17_2","R_A17_3","R_A17_4","R_A17_5","R_dmi2_1","R_dmi2_2","R_dmi2_3","R_dmi2_4","R_dmi2_5","R_dmi3_1","R_dmi3_2","R_dmi3_3","R_dmi3_4","R_dmi3_5","R_ipd3_1","R_ipd3_2","R_ipd3_3","R_ipd3_4","R_ipd3_5","R_lyk3_1","R_lyk3_2","R_lyk3_3","R_lyk3_4","R_lyk3_5","R_nfp_1","R_nfp_2","R_nfp_3","R_nfp_4","R_nfp_5","R_pt4_1","R_pt4_2","R_pt4_3","R_pt4_4","R_pt4_5","RS_A17_1","RS_A17_2","RS_A17_3","RS_A17_4","RS_A17_5","CK_1","CK_2","CK_3","CK_4","CK_5","RS_dmi2_1","RS_dmi2_2","RS_dmi2_3","RS_dmi2_4","RS_dmi2_5","RS_dmi3_1","RS_dmi3_2","RS_dmi3_3","RS_dmi3_4","RS_dmi3_5","RS_ipd3_1","RS_ipd3_2","RS_ipd3_3","RS_ipd3_4","RS_ipd3_5","RS_lyk3_1","RS_lyk3_2","RS_lyk3_3","RS_lyk3_4","RS_lyk3_5","RS_nfp_1","RS_nfp_2","RS_nfp_3","RS_nfp_4","RS_nfp_5","RS_pt4_1","RS_pt4_2","RS_pt4_3","RS_pt4_4","RS_pt4_5"
"pOTU773","12e996ab1aadd72633ad2c6fbdd64d34","pOTU773","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;Shinella_sp.;","Unassigned",8108423.70385561,0,0,0,0,0,0,0,0,0,0,0,0,2155239.12739199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953184.57646362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2282","130358699adc9e891222ffbee29b4c76","pOTU2282","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales","Unassigned",2198602.94451983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198602.94451983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1245","137eec0953ada9066bae3ba308c459c9","pOTU1245","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia_sp.;","Unassigned",4077660.83702779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4077660.83702779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU411","13c8f0f191c64bb5767b138bcaa38ca7","pOTU411","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales","Unassigned",36857357.4118153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5982182.29914593,2492836.8619613,0,0,4007883.58369698,0,0,0,0,0,0,0,0,0,0,0,5019358.38070829,0,0,0,0,0,0,9819446.41523525,0,0,0,0
"pOTU1207","1404ca77d856725f01ed414c9bf65302","pOTU1207","rOTU310","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium_silamurunense;","Unassigned",7773646.41330998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU782","1409676715236915f0bcff2e20b6f07b","pOTU782","","","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter_vibrioides;","Unassigned",15303121.0612199,828650.49437751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7462779.27557879,0,0,0,0
"pOTU642","142c088423df51030fcc86e5c004d056","pOTU642","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",14646785.2682378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616431.18744113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6565587.1613577,0,0,0,5464766.91943896,0,0,0,0,0,0,0,0
"pOTU666","142e5c88617b7f2f3e936d0a8d8690a9","pOTU666","rOTU174","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium","Unassigned",8670507.85837397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135499.29038624,0,0,0,0,0,0,0,0
"pOTU2117","145eed47220efe3cb896ba98c8ca4c10","pOTU2117","","","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia_fonticola;","Unassigned",852883.389375339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2283","147ab6b850f4da2a74f85e9c09e8db10","pOTU2283","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia_sp.;","Unassigned",2198602.94451983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198602.94451983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU793","1496627a811c11f9d99d7b3d6af69c6f","pOTU793","","","Bacteria;Proteobacteria","Unassigned",3236513.71035565,0,0,0,0,0,0,0,0,0,3236513.71035565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2372","14c6dd8e5a6bc8d887230af80b1ba886","pOTU2372","","","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae","Unassigned",986289.204032501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986289.204032501,0
"pOTU552","14d4175d3e614747bb2423fe21e09ebd","pOTU552","","","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas","Unassigned",25306241.6459814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712779.386787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU817","14d86469a2576ac25f1f46485c05e540","pOTU817","","","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","Unassigned",12830431.3020665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407642.82098694,0,0,0,0,1884516.80958842,0,0,0,0,0,0,0,0,0,0,0,1681711.33459986,0,0
"pOTU2373","15108d9b1f024b43dfa6e4813d9ac548","pOTU2373","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales","Unassigned",296882.211963589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296882.211963589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU117","1561549b17fd435b6aa094665d919660","pOTU117","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",277029229.557016,0,310976.216492674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965336.31596472,0,0,0,0,0,0,0,0,0,0,0,0,1567708.33333333,0,0,0,5251194.34177215,1308215.59372057,0,2828482.49601417,0,0,0,0,0,3228675.25158596,3016633.25176443,2607617.92526874,0,0,0,0,0,0,0,7704457.02715821,19029360.2429355,9021803.39122829,0,0,34235388.707523,10632013.9748331,10395513.005483,22085176.8751165,20155344.3718759,0,0,4606577.69618493,0,0,0,0,2522567.00189979,6410879.82621126,3180859.21634577
"pOTU833","156bf1d4edc5c006f4601d301f37543f","pOTU833","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae","Unassigned",3455008.21737449,0,0,0,0,0,0,0,0,0,0,3455008.21737449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU933","1590c2b729ba5b2cc70e979636eb23b8","pOTU933","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae","Unassigned",8939473.22375719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8939473.22375719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1371","15afdfd7e04e5e552c41bc33593c8112","pOTU1371","","","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales","Unassigned",2687375.19105439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643244.792587776,0,0,0,0,0,2044130.39846662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1372","15be3994d9a72f005676015cf9d41d8b","pOTU1372","","","Bacteria;Proteobacteria","Unassigned",3308055.6046783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150670.73803792,1339309.14372453
"pOTU512","15de2f412b451c7433b4afb6cf45506b","pOTU512","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_sp.;","Unassigned",30687575.3346291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18962646.2341772,2616431.18744113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9108497.9130107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1462","15fe2dfc65bfc02d9cc1614425ded7a6","pOTU1462","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",4191620.74282639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203821.41049347,0,0,0,0,0,0,0,0,1089478.07415545,0,0,0,0,0,0,0,0,0,0
"pOTU233","163424d130956335a08afae4ff2fcb3a","pOTU233","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_sp.;","Unassigned",99061157.8447799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375995.28481013,0,0,0,0,0,0,0,0,2379023.86958966,0,0,0,0,0,0,0,0,0,0,0,0,0,6793932.13714805,7223981.10342228,0,8480550.08342037,0,0,10475819.4322764,4726284.90329856,4238051.48049014,0,1462053.92037178,0,0,0,0,0
"pOTU1174","163b11fc3216ead5187a6d91e750a565","pOTU1174","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",5514045.10181892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368294.84491185,0,0,0,0,2482090.46646984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2041","1666200c1d7dea5ea0ae39e95e241246","pOTU2041","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae","Unassigned",1842631.07847397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842631.07847397,0,0,0,0,0,0,0
"pOTU166","16cbe0f4572e4d5766f9d3d5de14d7c4","pOTU166","","","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter_segnis;","Unassigned",121573137.402796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704993.2734936,0,0,0,0,1196291.67058722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6428369.30912312,0,0,0,0,0,0,0,0,0,0,0,0,0,4043028.16255512,10264111.3387304,0,0,0,0,0,0,0,14772571.1130548,0,12528997.8527877,0,6498641.74203552,0,21722181.3931097,9941966.65852813,0,0,0,9862892.04032501,3348272.85931134
"pOTU952","16d7ec5425f749465dd68fcde05e9464","pOTU952","rOTU246","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium","Unassigned",6594950.41603401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU688","16dff567fe24bf346c176bf3a80e6774","pOTU688","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",3716264.93990319,0,0,2300553.43972573,0,0,0,0,0,0,0,0,0,0,0,0,1415711.50017746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2042","16ea316105ad001ecc90e0ad8f6182b4","pOTU2042","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia","Unassigned",837020.505940354,0,0,0,0,0,0,0,0,0,0,0,0,0,837020.505940354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2542","170450fb94cba2c4abf905af5af3669c","pOTU2542","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae","Unassigned",248708.479970349,0,0,248708.479970349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2723","170f43f5a540ddb3c5626b485e653d6b","pOTU2723","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",122314.346715092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1117","174439a8e9879c109c64c9898d2a1b68","pOTU1117","","","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis_sp.;","Unassigned",4908692.16245279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963864.063991608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944828.09846118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1330","1748c2c47dcf2e8706699495db10acf2","pOTU1330","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_yabuuchiae;","Unassigned",1162905.87514577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162905.87514577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU482","176ea2c35aaa6651fb3ba92704660b52","pOTU482","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",15365835.123839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2374","177c39130eb680285f56c498ef67b3f8","pOTU2374","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium","Unassigned",1546483.70365824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2649","178294df43e90e166943fdd5cfc38b4a","pOTU2649","","","Bacteria;Proteobacteria;Betaproteobacteria","Unassigned",299090.431261321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299090.431261321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU480","17a5d11f025419bfc6f16c084ccafbfe","pOTU480","","","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae","Unassigned",7655599.73795662,0,0,0,0,0,0,0,0,0,7655599.73795662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU2443","17eaa476d08500815e201ce4a4cbee63","pOTU2443","rOTU545","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium","Unassigned",1026411.13387304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026411.13387304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1892","18038ef096efa22ae80f0b7c4af45de1","pOTU1892","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;","Unassigned",1881997.30939744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881997.30939744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU1893","182ae4b00d8e73b052ed9c5f2966b95a","pOTU1893","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales","Unassigned",1587386.18186778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886178.41936848,0,0,0,0,0,0,0,0
"pOTU1246","1835f9e207376e212a561623b76d5b04","pOTU1246","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales","Unassigned",2875859.09189466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU921","183e9f82b69280ee4506e31e31734e0a","pOTU921","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_sp.;","Unassigned",10731029.7724761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387909.69149762,0,0,0,6343120.08097849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU137","1844670418eb77c69f68d3da79a07c6d","pOTU137","rOTU49","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium","Unassigned",151644497.282292,2278788.85953815,0,0,0,0,0,0,0,0,3298754.35863172,0,1535296.7269899,0,0,6116491.25554168,0,0,0,1819435.36583212,2136235.1260486,0,0,1032711.49713387,0,0,1717337.30919268,4286962.84807894,0,2486200.18493761,0,0,1288580.62825917,0,0,0,0,8751990.56962025,0,0,5914099.76439327,0,0,0,2854150.68735619,0,3738466.08078375,0,0,2592550.33643976,0,0,0,0,0,0,7704457.02715821,8825210.54744833,0,0,6793932.13714805,10050756.3178049,0,0,0,4357912.29662181,7856864.57420727,5021677.70975472,6449208.7746589,5190255.73109701,2924107.84074357,0,0,0,0,0
"pOTU1612","185820c55a9be025c46c4099a9c72b80","pOTU1612","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia_sp.;","Unassigned",4959461.32278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4959461.32278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU622","185f3d42a274618d3f8f90253f39542c","pOTU622","rOTU166","srOTU26","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium_japonicum;","Bradyrhizobium_huanghuaihaiense",8226218.9478159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4801417.23979333,0,0,0,0,0,0,0,0,0
"pOTU2650","189302ca31170f1b4691233734fb5c6f","pOTU2650","","","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_sp.;","Unassigned",331829.895218614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pOTU286","189ed77a1b16faf608f412e368632ac5","pOTU286","","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;Bosea_minatitlanensis;","Unassigned",56670537.3557947,0,0,0,0,0,0,0,0,0,0,0,731093.679518999,0,0,0,0,0,0,0,0,0,0,0,582829.343968839,0,0,0,0,0,0,0,0,0,0,0,0,6418126.41772152,0,0,0,0,0,406374.062352146,0,0,0,0,1227114.31777352,0,0,0,1093059.15919009,0,2274203.34143725,0,0,1930514.80725432,2004845.19805073,0,1294082.31183772,3454947.48424544,5499317.57318952,3009227.44895561,0,0,0,0,1842631.07847397,0,2412388.96861344,2749444.99626587,0,672684.533839943,0,0
"pOTU1665","18b4787b4fcf3a793671f49389847ddb","pOTU1665","rOTU397","","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium_laguerreae;","Unassigned",2690738.13535977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690738.13535977,0,0
